term_str,Unnamed: 0,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
file,3757,18,3.7942024586431934e-05,14.685843811426082,30.70958572167535,file,NN,NN,0
wilderness,12123,20,4.215780509603548e-05,14.533840717981032,30.70958572167535,wilder,NN,NN,0
leather,6011,19,4.004991484123371e-05,14.607841299424807,30.70958572167535,leather,NN,NN,0
likely,6114,54,0.0001138260737592,13.100881310704926,30.534281932380008,like,JJ,JJ,0
shook,9333,44,9.274717121127804e-05,13.396337194231098,30.534281932380008,shook,NN,NN,0
northern,7093,58,0.0001222576347785,12.997787817740823,30.534281932380008,northern,JJ,JJ,0
hurt,5360,64,0.0001349049763073,12.855768812868396,30.534281932380008,hurt,NN,NN,0
brown,1290,62,0.0001306891957977,12.90157250248152,30.534281932380008,brown,NN,NN,0
tonight,10945,65,0.0001370128665621,12.833400999839942,30.534281932380008,tonight,NN,NN,0
wise,12175,97,0.0002044653547157,12.255855970681267,30.534281932380008,wise,NN,NN,0
horse,5262,160,0.0003372624407682,11.533840717981032,30.534281932380008,hors,NN,NN,0
flame,3856,60,0.0001264734152881,12.948878217259876,30.534281932380008,flame,NN,NN,0
line,6143,109,0.0002297600377733,12.08758448809147,30.534281932380008,line,NN,NN,0
dear,2449,73,0.0001538759886005,12.665944253988378,30.534281932380008,dear,NN,NN,0
discover,2737,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,discov,NN,NN,0
comfortable,1913,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,comfort,JJ,JJ,0
skin,9514,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,skin,NN,NN,0
shallow,9223,24,5.0589366115242574e-05,14.27080631214724,30.0557794366098,shallow,NN,NN,0
unable,11268,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,unabl,JJ,JJ,0
reward,8642,21,4.426569535083726e-05,14.463451390089634,30.0557794366098,reward,NN,NN,0
breeze,1218,20,4.215780509603548e-05,14.533840717981032,30.0557794366098,breez,NN,NN,0
autumn,528,27,5.69130368796479e-05,14.100881310704926,30.0557794366098,autumn,NN,NN,0
ravine,8310,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,ravin,NN,NN,0
spy,9965,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,spi,NN,NN,0
stranger,10217,21,4.426569535083726e-05,14.463451390089634,30.0557794366098,stranger,NN,NN,0
echoed,3146,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,echo,NN,NN,0
overhead,7400,16,3.3726244076828385e-05,14.855768812868396,30.0557794366098,overhead,NN,NN,0
stout,10193,28,5.902092713444967e-05,14.04841389081079,30.0557794366098,stout,NN,NN,0
couple,2146,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,coupl,NN,NN,0
ominous,7254,20,4.215780509603548e-05,14.533840717981032,30.0557794366098,omin,JJ,JJ,0
thence,10702,17,3.583413433163016e-05,14.768305971618055,30.0557794366098,thenc,NN,NN,0
ash,463,21,4.426569535083726e-05,14.463451390089634,30.0557794366098,ash,NN,NN,0
grimly,4641,17,3.583413433163016e-05,14.768305971618055,30.0557794366098,grimli,NN,NN,0
kin,5779,20,4.215780509603548e-05,14.533840717981032,30.0557794366098,kin,NN,NN,0
slip,9595,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,slip,NN,NN,0
feast,3666,30,6.323670764405322e-05,13.948878217259876,30.0557794366098,feast,NN,NN,0
sheath,9262,16,3.3726244076828385e-05,14.855768812868396,30.0557794366098,sheath,NN,NN,0
track,11007,21,4.426569535083726e-05,14.463451390089634,30.0557794366098,track,NN,NN,0
fiery,3742,16,3.3726244076828385e-05,14.855768812868396,30.0557794366098,fieri,NN,NN,0
sadly,8908,20,4.215780509603548e-05,14.533840717981032,30.0557794366098,sadli,NN,NN,0
murmur,6871,17,3.583413433163016e-05,14.768305971618055,30.0557794366098,murmur,NN,NN,0
bye,1404,28,5.902092713444967e-05,14.04841389081079,30.0557794366098,bye,NN,NN,0
refuge,8426,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,refug,NN,NN,0
forgive,4077,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,forgiv,JJ,JJ,0
idle,5391,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,idl,JJ,JJ,0
pursuit,8145,25,5.269725637004435e-05,14.21191262309367,30.0557794366098,pursuit,NN,NN,0
mithril,6718,21,4.426569535083726e-05,14.463451390089634,30.0557794366098,mithril,NN,NN,0
torn,10972,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,torn,NN,NN,0
centre,1582,15,3.161835382202661e-05,14.948878217259876,30.0557794366098,centr,NN,NN,0
league,5990,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,leagu,NN,NN,0
idea,5386,18,3.7942024586431934e-05,14.685843811426082,30.0557794366098,idea,NN,NN,0
final,3771,21,4.426569535083726e-05,14.463451390089634,30.0557794366098,final,JJ,JJ,0
hunt,5343,21,4.426569535083726e-05,14.463451390089634,30.0557794366098,hunt,NN,NN,0
drop,2981,21,4.426569535083726e-05,14.463451390089634,30.0557794366098,drop,NN,NN,0
menace,6567,22,4.637358560563903e-05,14.396337194231098,30.0557794366098,menac,NN,NN,0
stage,10008,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,stage,NN,NN,0
happen,4839,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,happen,VB,VB,0
promise,8046,27,5.69130368796479e-05,14.100881310704926,30.0557794366098,promis,NN,NN,0
happening,4841,19,4.004991484123371e-05,14.607841299424807,30.0557794366098,happen,NN,NN,0
play,7788,17,3.583413433163016e-05,14.768305971618055,30.0557794366098,play,NN,NN,0
blown,1011,17,3.583413433163016e-05,14.768305971618055,30.0557794366098,blown,NN,NN,0
present,7970,75,0.0001580917691101,12.626950122372516,30.02347230393792,present,NN,NN,0
rock,8752,126,0.000265594172105,11.878488889368478,30.02347230393792,rock,NN,NN,0
steep,10097,63,0.0001327970860525,12.878488889368478,30.02347230393792,steep,NN,NN,0
slept,9578,60,0.0001264734152881,12.948878217259876,30.02347230393792,slept,NN,NN,0
reach,8317,63,0.0001327970860525,12.878488889368478,30.02347230393792,reach,NN,NN,0
bed,745,89,0.0001876022326773,12.380035381901996,30.02347230393792,bed,NN,NN,0
figure,3753,51,0.0001075024029948,13.1833434708969,30.02347230393792,figur,NN,NN,0
hot,5279,58,0.0001222576347785,12.997787817740823,30.02347230393792,hot,JJ,JJ,0
sauron,8966,140,0.0002951046356722,11.726485795923429,30.02347230393792,sauron,NN,NN,0
blood,996,51,0.0001075024029948,13.1833434708969,30.02347230393792,blood,NN,NN,0
believe,805,66,0.0001391207568169,12.811374693509942,30.02347230393792,believ,VB,VB,0
dwarf,3053,113,0.0002381915987926,12.035589850453208,30.02347230393792,dwarf,NN,NN,0
dawn,2422,74,0.0001559838788553,12.646315447239443,30.02347230393792,dawn,NN,NN,0
rain,8251,77,0.0001623075496197,12.588982272173494,30.02347230393792,rain,NN,NN,0
lit,6172,60,0.0001264734152881,12.948878217259876,29.468937950642218,lit,NN,NN,0
bank,625,106,0.0002234363670089,12.127848358305195,29.468937950642218,bank,NN,NN,0
distant,2802,58,0.0001222576347785,12.997787817740823,29.468937950642218,distant,NN,NN,0
gathering,4337,57,0.0001201497445237,13.022878798703651,29.468937950642218,gather,NN,NN,0
crept,2224,63,0.0001327970860525,12.878488889368478,29.468937950642218,crept,NN,NN,0
narrow,6932,86,0.0001812785619129,12.429504058166298,29.468937950642218,narrow,NN,NN,0
sighed,9424,58,0.0001222576347785,12.997787817740823,29.468937950642218,sigh,NN,NN,0
gloom,4457,68,0.0001433365373265,12.768305971618055,29.468937950642218,gloom,NN,NN,0
clad,1747,77,0.0001623075496197,12.588982272173494,29.468937950642218,clad,NN,NN,0
orc,7294,181,0.0003815281361191,11.35592292578519,29.468937950642218,orc,NN,NN,0
rohan,8763,202,0.0004257938314699,11.1975573301166,29.468937950642218,rohan,NN,NN,0
opening,7278,71,0.0001496602080909,12.706021693363711,29.468937950642218,open,NN,NN,0
doom,2865,123,0.0002592705013406,11.913254307529156,29.468937950642218,doom,NN,NN,0
o,7162,138,0.0002908888551626,11.747244356090226,29.468937950642218,o,NN,NN,1
speech,9862,69,0.0001454444275813,12.747244356090226,29.468937950642218,speech,NN,NN,0
bilbo,900,329,0.0006934958938297,10.493825039133156,29.468937950642218,bilbo,NN,NN,0
talk,10564,100,0.0002107890254801,12.21191262309367,29.468937950642218,talk,NN,NN,0
blue,1013,67,0.0001412286470717,12.789679622410622,29.468937950642218,blue,NN,NN,0
window,12151,84,0.0001770627814033,12.463451390089634,29.468937950642218,window,NN,NN,0
deal,2443,85,0.0001791706716581,12.446377876730692,29.468937950642218,deal,NN,NN,0
awoke,560,16,3.3726244076828385e-05,14.855768812868396,29.29883569919518,awok,NN,NN,0
summit,10369,16,3.3726244076828385e-05,14.855768812868396,29.29883569919518,summit,NN,NN,0
job,5695,20,4.215780509603548e-05,14.533840717981032,29.29883569919518,job,NN,NN,0
thoughtfully,10768,20,4.215780509603548e-05,14.533840717981032,29.29883569919518,thought,NN,NN,0
bade,580,22,4.637358560563903e-05,14.396337194231098,29.29883569919518,bade,NN,NN,0
allow,222,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,allow,VB,VB,0
decide,2474,20,4.215780509603548e-05,14.533840717981032,29.29883569919518,decid,NN,NN,0
shaft,9214,21,4.426569535083726e-05,14.463451390089634,29.29883569919518,shaft,NN,NN,0
moonlight,6760,22,4.637358560563903e-05,14.396337194231098,29.29883569919518,moonlight,NN,NN,0
flower,3940,21,4.426569535083726e-05,14.463451390089634,29.29883569919518,flower,NN,NN,0
leader,5980,36,7.588404917286387e-05,13.685843811426082,29.29883569919518,leader,NN,NN,0
saddle,8904,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,saddl,NN,NN,0
noble,7058,17,3.583413433163016e-05,14.768305971618055,29.29883569919518,nobl,JJ,JJ,0
rocky,8758,18,3.7942024586431934e-05,14.685843811426082,29.29883569919518,rocki,NN,NN,0
wave,11908,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,wave,NN,NN,0
banner,628,28,5.902092713444967e-05,14.04841389081079,29.29883569919518,banner,NN,NN,0
foam,3964,18,3.7942024586431934e-05,14.685843811426082,29.29883569919518,foam,NN,NN,0
delighted,2537,14,2.951046356722484e-05,15.04841389081079,29.29883569919518,delight,JJ,JJ,0
treacherous,11053,16,3.3726244076828385e-05,14.855768812868396,29.29883569919518,treacher,JJ,JJ,0
proper,8061,18,3.7942024586431934e-05,14.685843811426082,29.29883569919518,proper,NN,NN,0
kingdom,5796,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,kingdom,NN,NN,0
stray,10229,13,2.740257331242306e-05,15.155329094727303,29.29883569919518,stray,NN,NN,0
duty,3051,21,4.426569535083726e-05,14.463451390089634,29.29883569919518,duti,NN,NN,0
important,5445,24,5.0589366115242574e-05,14.27080631214724,29.29883569919518,import,JJ,JJ,0
eh,3174,22,4.637358560563903e-05,14.396337194231098,29.29883569919518,eh,NN,NN,0
veil,11680,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,veil,NN,NN,0
blanket,944,16,3.3726244076828385e-05,14.855768812868396,29.29883569919518,blanket,NN,NN,0
yawned,12354,14,2.951046356722484e-05,15.04841389081079,29.29883569919518,yawn,NN,NN,0
tail,10554,18,3.7942024586431934e-05,14.685843811426082,29.29883569919518,tail,NN,NN,0
inner,5523,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,inner,NN,NN,0
charge,1635,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,charg,NN,NN,0
alarm,194,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,alarm,NN,NN,0
share,9241,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,share,NN,NN,0
pipe,7745,30,6.323670764405322e-05,13.948878217259876,29.29883569919518,pipe,NN,NN,0
store,10178,20,4.215780509603548e-05,14.533840717981032,29.29883569919518,store,NN,NN,0
strayed,10230,13,2.740257331242306e-05,15.155329094727303,29.29883569919518,stray,NN,NN,0
various,11663,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,variou,JJ,JJ,0
dozen,2912,23,4.84814758604408e-05,14.332206856811382,29.29883569919518,dozen,NN,NN,0
lighter,6101,16,3.3726244076828385e-05,14.855768812868396,29.29883569919518,lighter,NN,NN,0
receive,8360,14,2.951046356722484e-05,15.04841389081079,29.29883569919518,receiv,NN,NN,0
recall,8352,17,3.583413433163016e-05,14.768305971618055,29.29883569919518,recal,NN,NN,0
fog,3971,29,6.112881738925145e-05,13.997787817740823,29.29883569919518,fog,NN,NN,0
wept,11999,21,4.426569535083726e-05,14.463451390089634,29.29883569919518,wept,NN,NN,0
colour,1895,16,3.3726244076828385e-05,14.855768812868396,29.29883569919518,colour,NN,NN,0
faithful,3570,17,3.583413433163016e-05,14.768305971618055,29.29883569919518,faith,NN,NN,0
slay,9559,18,3.7942024586431934e-05,14.685843811426082,29.29883569919518,slay,NN,NN,0
steady,10083,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,steadi,JJ,JJ,0
lembas,6043,20,4.215780509603548e-05,14.533840717981032,29.29883569919518,lemba,NN,NN,0
beauty,735,18,3.7942024586431934e-05,14.685843811426082,29.29883569919518,beauti,NN,NN,0
cup,2302,24,5.0589366115242574e-05,14.27080631214724,29.29883569919518,cup,NN,NN,0
trick,11093,17,3.583413433163016e-05,14.768305971618055,29.29883569919518,trick,NN,NN,0
prince,8011,34,7.166826866326032e-05,13.768305971618055,29.29883569919518,princ,NN,NN,0
glowed,4468,16,3.3726244076828385e-05,14.855768812868396,29.29883569919518,glow,NN,NN,0
journeyed,5715,27,5.69130368796479e-05,14.100881310704926,29.29883569919518,journey,NN,NN,0
stabbed,9999,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,stab,NN,NN,0
brandywine,1179,29,6.112881738925145e-05,13.997787817740823,29.29883569919518,brandywin,NN,NN,0
glory,4464,20,4.215780509603548e-05,14.533840717981032,29.29883569919518,glori,NN,NN,0
desert,2600,14,2.951046356722484e-05,15.04841389081079,29.29883569919518,desert,NN,NN,0
wine,12157,25,5.269725637004435e-05,14.21191262309367,29.29883569919518,wine,NN,NN,0
hat,4902,23,4.84814758604408e-05,14.332206856811382,29.29883569919518,hat,NN,NN,0
anxiously,341,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,anxious,NN,NN,0
oft,7230,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,oft,NN,NN,0
turf,11198,23,4.84814758604408e-05,14.332206856811382,29.29883569919518,turf,NN,NN,0
relief,8478,17,3.583413433163016e-05,14.768305971618055,29.29883569919518,relief,NN,NN,0
legend,6032,21,4.426569535083726e-05,14.463451390089634,29.29883569919518,legend,NN,NN,0
hunger,5339,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,hunger,NN,NN,0
midnight,6623,15,3.161835382202661e-05,14.948878217259876,29.29883569919518,midnight,NN,NN,0
leapt,6003,22,4.637358560563903e-05,14.396337194231098,29.29883569919518,leapt,NN,NN,0
daughter,2413,25,5.269725637004435e-05,14.21191262309367,29.29883569919518,daughter,NN,NN,0
rear,8335,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,rear,NN,NN,0
usual,11612,17,3.583413433163016e-05,14.768305971618055,29.29883569919518,usual,JJ,JJ,0
lamp,5895,16,3.3726244076828385e-05,14.855768812868396,29.29883569919518,lamp,NN,NN,0
shelter,9278,19,4.004991484123371e-05,14.607841299424807,29.29883569919518,shelter,NN,NN,0
easy,3135,55,0.000115933964014,13.074409099343736,28.8719652704668,easi,JJ,JJ,0
command,1923,70,0.0001475523178361,12.726485795923429,28.8719652704668,command,NN,NN,0
surprise,10436,47,9.907084197568336e-05,13.301179961190758,28.8719652704668,surpris,NN,NN,0
floor,3930,77,0.0001623075496197,12.588982272173494,28.8719652704668,floor,NN,NN,0
purpose,8134,61,0.0001285813055429,12.92503147530551,28.8719652704668,purpos,NN,NN,0
change,1617,66,0.0001391207568169,12.811374693509942,28.8719652704668,chang,NN,NN,0
faint,3557,70,0.0001475523178361,12.726485795923429,28.8719652704668,faint,NN,NN,0
matter,6500,82,0.0001728470008937,12.498216808250312,28.8719652704668,matter,NN,NN,0
tongue,10942,86,0.0001812785619129,12.429504058166298,28.8719652704668,tongu,NN,NN,0
bit,915,114,0.0002402994890474,12.022878798703651,28.8719652704668,bit,NN,NN,0
shone,9332,70,0.0001475523178361,12.726485795923429,28.8719652704668,shone,NN,NN,0
midst,6624,56,0.0001180418542688,13.04841389081079,28.8719652704668,midst,NN,NN,0
grow,4681,62,0.0001306891957977,12.90157250248152,28.8719652704668,grow,NN,NN,0
year,12358,92,0.0001939259034417,12.332206856811382,28.8719652704668,year,NN,NN,0
spoken,9922,63,0.0001327970860525,12.878488889368478,28.8719652704668,spoken,NN,NN,0
try,11169,83,0.0001749548911485,12.48072938152147,28.8719652704668,tri,NN,NN,0
ve,11673,252,0.00053118834421,10.878488889368478,28.8719652704668,ve,NN,NN,1
size,9500,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,size,NN,NN,0
funny,4235,23,4.84814758604408e-05,14.332206856811382,28.43080571598864,funni,NN,NN,0
bay,699,25,5.269725637004435e-05,14.21191262309367,28.43080571598864,bay,NN,NN,0
forty,4112,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,forti,NN,NN,0
hinder,5114,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,hinder,NN,NN,0
rubbed,8821,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,rub,NN,NN,0
astonishment,497,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,astonish,NN,NN,0
marvel,6465,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,marvel,NN,NN,0
dragon,2920,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,dragon,NN,NN,0
mid,6615,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,mid,NN,NN,0
curtain,2324,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,curtain,NN,NN,0
carven,1520,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,carven,NN,NN,0
bless,968,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,bless,NN,NN,0
custom,2334,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,custom,NN,NN,0
smoking,9662,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,smoke,NN,NN,0
movement,6833,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,movement,NN,NN,0
paid,7467,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,paid,NN,NN,0
disturbed,2817,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,disturb,NN,NN,0
visit,11742,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,visit,NN,NN,0
foe,3968,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,foe,NN,NN,0
hearth,4977,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,hearth,NN,NN,0
bubbling,1310,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,bubbl,NN,NN,0
trail,11017,51,0.0001075024029948,13.1833434708969,28.43080571598864,trail,NN,NN,0
root,8781,22,4.637358560563903e-05,14.396337194231098,28.43080571598864,root,NN,NN,0
meat,6535,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,meat,NN,NN,0
samwise,8942,25,5.269725637004435e-05,14.21191262309367,28.43080571598864,samwis,NN,NN,0
throne,10802,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,throne,NN,NN,0
uneasily,11369,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,uneasili,NN,NN,0
nobody,7060,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,nobodi,NN,NN,0
happy,4847,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,happi,JJ,JJ,0
swan,10473,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,swan,NN,NN,0
dike,2682,35,7.377615891806209e-05,13.726485795923429,28.43080571598864,dike,NN,NN,0
mention,6577,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,mention,NN,NN,0
rid,8659,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,rid,JJ,JJ,0
crash,2198,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,crash,NN,NN,0
treachery,11055,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,treacheri,NN,NN,0
brandybuck,1177,27,5.69130368796479e-05,14.100881310704926,28.43080571598864,brandybuck,NN,NN,0
deem,2491,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,deem,NN,NN,0
prisoner,8018,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,prison,NN,NN,0
swayed,10486,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,sway,NN,NN,0
press,7979,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,press,NN,NN,0
perceive,7632,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,perceiv,NN,NN,0
eagle,3099,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,eagl,NN,NN,0
lane,5913,46,9.69629517208816e-05,13.332206856811382,28.43080571598864,lane,NN,NN,0
overcome,7394,12,2.5294683057621287e-05,15.27080631214724,28.43080571598864,overcom,NN,NN,0
explain,3497,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,explain,NN,NN,0
sleepy,9573,17,3.583413433163016e-05,14.768305971618055,28.43080571598864,sleepi,NN,NN,0
prevent,7993,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,prevent,NN,NN,0
dell,2544,30,6.323670764405322e-05,13.948878217259876,28.43080571598864,dell,NN,NN,0
unlooked,11450,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,unlook,JJ,JJ,0
yesterday,12372,18,3.7942024586431934e-05,14.685843811426082,28.43080571598864,yesterday,NN,NN,0
drinking,2965,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,drink,NN,NN,0
wary,11875,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,wari,JJ,JJ,0
eorl,3352,29,6.112881738925145e-05,13.997787817740823,28.43080571598864,eorl,NN,NN,0
hail,4776,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,hail,NN,NN,0
fifty,3747,21,4.426569535083726e-05,14.463451390089634,28.43080571598864,fifti,NN,NN,0
reluctant,8484,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,reluct,NN,NN,0
game,4288,14,2.951046356722484e-05,15.04841389081079,28.43080571598864,game,NN,NN,0
brooding,1280,12,2.5294683057621287e-05,15.27080631214724,28.43080571598864,brood,NN,NN,0
lo,6190,19,4.004991484123371e-05,14.607841299424807,28.43080571598864,lo,NN,NN,0
urgent,11597,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,urgent,NN,NN,0
peak,7589,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,peak,NN,NN,0
tight,10860,15,3.161835382202661e-05,14.948878217259876,28.43080571598864,tight,NN,NN,0
beer,759,27,5.69130368796479e-05,14.100881310704926,28.43080571598864,beer,NN,NN,0
bidding,888,12,2.5294683057621287e-05,15.27080631214724,28.43080571598864,bid,NN,NN,0
greet,4611,13,2.740257331242306e-05,15.155329094727303,28.43080571598864,greet,NN,NN,0
fed,3676,16,3.3726244076828385e-05,14.855768812868396,28.43080571598864,fed,NN,NN,0
broad,1262,61,0.0001285813055429,12.92503147530551,28.233767122004267,broad,JJ,JJ,0
hung,5338,59,0.0001243655250333,12.973125763506554,28.233767122004267,hung,NN,NN,0
thin,10729,70,0.0001475523178361,12.726485795923429,28.233767122004267,thin,NN,NN,0
quick,8199,76,0.0001601996593649,12.607841299424807,28.233767122004267,quick,NN,NN,0
front,4193,74,0.0001559838788553,12.646315447239443,28.233767122004267,front,NN,NN,0
door,2868,236,0.0004974621001332,10.973125763506554,28.233767122004267,door,NN,NN,0
bare,644,64,0.0001349049763073,12.855768812868396,28.233767122004267,bare,NN,NN,0
western,12008,67,0.0001412286470717,12.789679622410622,28.233767122004267,western,JJ,JJ,0
terror,10674,70,0.0001475523178361,12.726485795923429,28.233767122004267,terror,NN,NN,0
trust,11161,70,0.0001475523178361,12.726485795923429,28.233767122004267,trust,NN,NN,0
desire,2610,79,0.0001665233301293,12.551988064691292,28.233767122004267,desir,NN,NN,0
mist,6702,93,0.0001960337936965,12.316610001760363,28.233767122004267,mist,NN,NN,0
ride,8666,179,0.0003773123556095,11.37195303560414,28.233767122004267,ride,NN,NN,0
eastward,3133,96,0.0002023574644609,12.27080631214724,28.233767122004267,eastward,NN,NN,0
drink,2964,84,0.0001770627814033,12.463451390089634,28.233767122004267,drink,NN,NN,0
escape,3381,91,0.0001918180131869,12.3479741726697,27.55548895604324,escap,NN,NN,0
suppose,10411,79,0.0001665233301293,12.551988064691292,27.55548895604324,suppos,NN,NN,0
forth,4101,103,0.0002171126962445,12.169268285685176,27.55548895604324,forth,NN,NN,0
farewell,3612,100,0.0002107890254801,12.21191262309367,27.55548895604324,farewel,NN,NN,0
large,5927,110,0.0002318679280281,12.074409099343736,27.55548895604324,larg,JJ,JJ,0
westward,12017,72,0.0001517680983457,12.685843811426082,27.55548895604324,westward,NN,NN,0
true,11147,87,0.0001833864521677,12.412825317019667,27.55548895604324,true,JJ,JJ,0
blew,975,53,0.0001117181835044,13.127848358305195,27.55548895604324,blew,NN,NN,0
aware,554,72,0.0001517680983457,12.685843811426082,27.55548895604324,awar,JJ,JJ,0
speed,9865,81,0.0001707391106389,12.51591880998377,27.55548895604324,speed,NN,NN,0
sit,9492,66,0.0001391207568169,12.811374693509942,27.55548895604324,sit,NN,NN,0
young,12390,121,0.000255054720831,11.9369055755938,27.55548895604324,young,JJ,JJ,0
guard,4703,107,0.0002255442572637,12.114301826467248,27.55548895604324,guard,NN,NN,0
arm,416,84,0.0001770627814033,12.463451390089634,27.55548895604324,arm,NN,NN,0
point,7845,81,0.0001707391106389,12.51591880998377,27.55548895604324,point,NN,NN,0
clasped,1767,15,3.161835382202661e-05,14.948878217259876,27.44241160924536,clasp,NN,NN,0
bombadil,1070,38,8.009982968246742e-05,13.607841299424807,27.44241160924536,bombadil,NN,NN,0
mercy,6582,11,2.3186792802819512e-05,15.396337194231098,27.44241160924536,merci,NN,NN,0
defeat,2504,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,defeat,NN,NN,0
regret,8443,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,regret,NN,NN,0
eldest,3190,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,eldest,NN,NN,0
downwards,2909,14,2.951046356722484e-05,15.04841389081079,27.44241160924536,downward,NN,NN,0
ordinary,7308,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,ordinari,JJ,JJ,0
fat,3635,16,3.3726244076828385e-05,14.855768812868396,27.44241160924536,fat,NN,NN,0
mithrandir,6717,48,0.0001011787322304,13.27080631214724,27.44241160924536,mithrandir,NN,NN,0
concern,1972,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,concern,NN,NN,0
lift,6092,11,2.3186792802819512e-05,15.396337194231098,27.44241160924536,lift,NN,NN,0
tread,11056,18,3.7942024586431934e-05,14.685843811426082,27.44241160924536,tread,NN,NN,0
row,8814,22,4.637358560563903e-05,14.396337194231098,27.44241160924536,row,NN,NN,0
nasty,6942,24,5.0589366115242574e-05,14.27080631214724,27.44241160924536,nasti,JJ,JJ,0
odd,7209,20,4.215780509603548e-05,14.533840717981032,27.44241160924536,odd,NN,NN,0
avoid,541,11,2.3186792802819512e-05,15.396337194231098,27.44241160924536,avoid,NN,NN,0
shake,9218,13,2.740257331242306e-05,15.155329094727303,27.44241160924536,shake,NN,NN,0
belong,819,12,2.5294683057621287e-05,15.27080631214724,27.44241160924536,belong,NN,NN,0
