term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Unnamed: 0_load,n_load,p_load,i_load,dfidf_load,porter_stem_load,max_pos_load,max_pos_group_load,Unnamed: 0_vocab,n_vocab,p_vocab,i_vocab,dfidf_vocab,porter_stem_vocab,max_pos_vocab,max_pos_group_vocab,stop_vocab,Unnamed: 0,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
offer,-0.0028497854928634134,0.000387041159788363,0.002015127266575145,0.0015315379492103194,-0.00043009605291229367,-0.000254659020854672,0.0018140721569328948,-0.0012227670132084845,0.0027361558022693765,0.0015539171160734013,7222,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,offer,NN,NN,7222,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,offer,NN,NN,0,7222,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,offer,NN,NN,0
faramir,0.03857445218330357,0.11437016200448431,0.12749778997081088,-0.057216997425485874,-0.024450087371027253,0.02391600225246162,-0.007582664181531554,0.009485043479873978,-0.002161657611730232,-0.03670832287724901,3609,296,0.0006239355154213,10.646315447239443,31.734468975321107,faramir,NN,NN,3609,296,0.0006239355154213,10.646315447239443,31.734468975321107,faramir,NN,NN,0,3609,296,0.0006239355154213,10.646315447239443,31.734468975321107,faramir,NN,NN,0
denethor,-0.011572359627327517,0.04873733942653183,0.05977146394449037,-0.02500951900482827,-0.00603084962874288,0.01316869993956492,-0.010008043555296013,-0.0151207006832205,-0.02249167660428483,0.036401480849512474,2559,142,0.0002993204161818,11.706021693363711,31.734468975321107,denethor,NN,NN,2559,142,0.0002993204161818,11.706021693363711,31.734468975321107,denethor,NN,NN,0,2559,142,0.0002993204161818,11.706021693363711,31.734468975321107,denethor,NN,NN,0
ridge,0.003451430084861638,-0.008397074311426235,-0.0027768416530854316,-0.0012750325025389668,0.0040370646508989015,-0.0001932832652438277,-0.0076393230430050725,0.001426561648593531,-0.0025817408152320263,0.000753153379857538,8671,40,8.431561019207097e-05,13.533840717981032,31.734468975321107,ridg,NN,NN,8671,40,8.431561019207097e-05,13.533840717981032,31.734468975321107,ridg,NN,NN,0,8671,40,8.431561019207097e-05,13.533840717981032,31.734468975321107,ridg,NN,NN,0
bid,-0.008784076507580056,0.005560651634529361,0.0009663729426538406,0.0008920601419027883,0.004083566018867269,-0.0035516891674909072,0.0024760806758828456,0.0018990946151015646,0.004551824247171361,-0.0036349573582132185,886,32,6.745248815365677e-05,13.855768812868396,31.734468975321107,bid,NN,NN,886,32,6.745248815365677e-05,13.855768812868396,31.734468975321107,bid,NN,NN,0,886,32,6.745248815365677e-05,13.855768812868396,31.734468975321107,bid,NN,NN,0
steeply,0.002849274861422083,-0.0011613222462642596,-0.0019892169805660973,-0.00032937669172541874,0.0013233370710734106,-0.001306185665054784,-0.004468771043588252,-0.0005305907725153538,-0.0005834858389337931,-1.0759319743443653e-05,10100,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,steepli,NN,NN,10100,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,steepli,NN,NN,0,10100,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,steepli,NN,NN,0
plan,0.0015295607869523057,-0.00792735434180733,0.0005262458358260249,-0.0002978322798582418,-0.0033822616989720214,-3.535953281173043e-05,0.004350315078115869,-0.0016878789252497838,-0.006235803431321203,-0.000621965609134025,7773,30,6.323670764405322e-05,13.948878217259876,31.734468975321107,plan,NN,NN,7773,30,6.323670764405322e-05,13.948878217259876,31.734468975321107,plan,NN,NN,0,7773,30,6.323670764405322e-05,13.948878217259876,31.734468975321107,plan,NN,NN,0
thirty,0.0019147482965997111,-0.0024869861881130504,-0.0013722394555383407,-0.0010363849650146446,0.000985662713056333,-0.0014409401012522053,0.0023246201195428902,-0.002760387792027315,0.0010951296724032898,-0.002720775534431219,10748,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,thirti,NN,NN,10748,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,thirti,NN,NN,0,10748,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,thirti,NN,NN,0
weapon,-0.0034316132276749063,0.003154899102456343,0.00026057700912962225,-4.86093049293833e-05,0.00036353425643738814,0.0002309107587302266,-0.001264748192919875,-0.003231831335111168,0.002730635644798586,0.00291900600695875,11939,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,weapon,NN,NN,11939,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,weapon,NN,NN,0,11939,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,weapon,NN,NN,0
useless,0.002044680096517389,-0.0006642266868033341,-0.001580666925128833,0.001514951485508999,-0.00045354511654426244,0.0014551523680702678,-0.0015981307639744689,-0.0011563907890923698,-0.0002836714063004212,0.0006298637036581346,11607,17,3.583413433163016e-05,14.768305971618055,31.734468975321107,useless,NN,NN,11607,17,3.583413433163016e-05,14.768305971618055,31.734468975321107,useless,NN,NN,0,11607,17,3.583413433163016e-05,14.768305971618055,31.734468975321107,useless,NN,NN,0
notice,0.0008667996465024733,-0.005914945669638037,-0.0014934306643865395,-0.0006772516454536577,-0.0036614071617907793,-0.0007467193201179745,0.002507061379704421,-0.005980237021131416,-0.0035420319952518655,-0.0023151305310917616,7117,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,notic,NN,NN,7117,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,notic,NN,NN,0,7117,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,notic,NN,NN,0
common,-0.0011490394321836102,-0.005373261967420493,-0.0017303394217345253,-0.0033299095206334073,0.0012082131289743103,3.6681946155577846e-05,-0.0019960692804226587,-0.0016408721575570768,-0.0016040717683928547,-0.00594006650554559,1934,22,4.637358560563903e-05,14.396337194231098,31.734468975321107,common,NN,NN,1934,22,4.637358560563903e-05,14.396337194231098,31.734468975321107,common,NN,NN,0,1934,22,4.637358560563903e-05,14.396337194231098,31.734468975321107,common,NN,NN,0
knowledge,-0.0004626601809758492,-0.0017043163479763793,0.001857128481846235,-0.001997984716709406,-0.00603822678281178,-0.000543549049136923,0.005451283184693352,0.003219687886651432,0.001488414492807875,0.006988745626365793,5843,29,6.112881738925145e-05,13.997787817740823,31.734468975321107,knowledg,NN,NN,5843,29,6.112881738925145e-05,13.997787817740823,31.734468975321107,knowledg,NN,NN,0,5843,29,6.112881738925145e-05,13.997787817740823,31.734468975321107,knowledg,NN,NN,0
bold,-0.0016668224884645727,-0.0019844495494135916,0.001900980649784239,0.0015595249230570417,0.00031759807816172833,-0.0034236029273987394,-0.003285917541268429,-0.0024018700340990495,-0.0012291606356279942,-0.0008063078652531633,1053,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,bold,NN,NN,1053,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,bold,NN,NN,0,1053,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,bold,NN,NN,0
token,-0.0042650363392032565,0.003854102922964109,6.306134374515215e-05,-0.0011849723672940418,0.0016013434551098065,0.00027690420484454494,0.0014153696199029116,0.00021128494029638625,0.0016899919197745977,-0.0015963949319860848,10927,25,5.269725637004435e-05,14.21191262309367,31.734468975321107,token,NN,NN,10927,25,5.269725637004435e-05,14.21191262309367,31.734468975321107,token,NN,NN,0,10927,25,5.269725637004435e-05,14.21191262309367,31.734468975321107,token,NN,NN,0
slender,-0.0011465025968238301,-0.000566935287469632,0.0024186956391130487,0.005123505665902801,-7.346661312797544e-05,-0.006308166741547234,-0.004242883750542726,0.010143789698566594,0.005301242311417872,-0.0038936341321955032,9577,26,5.480514662484612e-05,14.155329094727303,31.734468975321107,slender,NN,NN,9577,26,5.480514662484612e-05,14.155329094727303,31.734468975321107,slender,NN,NN,0,9577,26,5.480514662484612e-05,14.155329094727303,31.734468975321107,slender,NN,NN,0
shan,0.0029032353835390283,-0.005611035090902089,0.0014506450508331766,0.0007586876449255806,7.178912514639951e-05,-0.0026655987383994465,-0.0013659124318881532,-0.007039887695547055,-0.002139867907190383,0.00015054063568367508,9230,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,shan,NN,NN,9230,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,shan,NN,NN,1,9230,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,shan,NN,NN,1
stir,-0.0012719958466979333,0.0004182463411836135,0.0010224097447810007,-0.00046504323450254515,-0.0008570824709940005,0.000989348284673374,-0.003254145396168382,0.001542171141363101,0.002474840204325495,0.006092571438861563,10144,19,4.004991484123371e-05,14.607841299424807,31.734468975321107,stir,NN,NN,10144,19,4.004991484123371e-05,14.607841299424807,31.734468975321107,stir,NN,NN,0,10144,19,4.004991484123371e-05,14.607841299424807,31.734468975321107,stir,NN,NN,0
gift,-0.0031154838022966667,-0.0008938162846913884,0.004637941912996582,0.011333897239367221,-0.0013962648941834841,-0.008346136336557442,0.0076847047562607585,0.0020622190288042694,0.0064978896257373965,-0.008941180334170304,4386,37,7.799193942766564e-05,13.646315447239443,31.734468975321107,gift,NN,NN,4386,37,7.799193942766564e-05,13.646315447239443,31.734468975321107,gift,NN,NN,0,4386,37,7.799193942766564e-05,13.646315447239443,31.734468975321107,gift,NN,NN,0
laugh,0.00303252768469883,-0.0044720839414218215,0.0009993430620548447,-0.0012435161767800037,-0.00348038429001941,-0.00309220013331613,-3.9568881877410694e-05,0.001519646053587208,0.0007209777924775341,-0.0029622236678646455,5953,27,5.69130368796479e-05,14.100881310704926,31.734468975321107,laugh,NN,NN,5953,27,5.69130368796479e-05,14.100881310704926,31.734468975321107,laugh,NN,NN,0,5953,27,5.69130368796479e-05,14.100881310704926,31.734468975321107,laugh,NN,NN,0
glow,0.0016696096404471442,0.0006815323447092295,-0.0012901604011564228,-0.002051784280414321,-0.0012062978305389183,-8.799957751570488e-05,-0.006887160354454733,-0.0011477698818556695,0.0007219042913366832,0.002531083653884088,4467,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,glow,NN,NN,4467,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,glow,NN,NN,0,4467,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,glow,NN,NN,0
fail,-0.001650684575157274,0.002462174372183512,0.0039321214488792075,0.0034998491734680587,0.0023509198432881155,-0.0029489534067649076,-0.0006211672708039026,0.0012233380838378098,0.008430016350010769,0.004076043898404878,3553,30,6.323670764405322e-05,13.948878217259876,31.734468975321107,fail,NN,NN,3553,30,6.323670764405322e-05,13.948878217259876,31.734468975321107,fail,NN,NN,0,3553,30,6.323670764405322e-05,13.948878217259876,31.734468975321107,fail,NN,NN,0
delay,0.00018793133592846217,0.0004031085576033169,-0.0010525342747647148,-2.9282714899446474e-05,0.0012271529384836073,-0.0024978927417348474,0.0014479741691950652,-0.0009644905205965494,-0.0040113275313478705,5.550010500417191e-05,2529,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,delay,NN,NN,2529,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,delay,NN,NN,0,2529,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,delay,NN,NN,0
spite,0.0013071347033618745,-0.00440182403039394,9.727925158597327e-05,0.0011472953538699067,0.0005088025591808345,-0.001694674332138147,-0.0006296957951699343,-0.0016474343242351692,0.001704403146267314,-0.0041042951681498985,9899,19,4.004991484123371e-05,14.607841299424807,31.734468975321107,spite,NN,NN,9899,19,4.004991484123371e-05,14.607841299424807,31.734468975321107,spite,NN,NN,0,9899,19,4.004991484123371e-05,14.607841299424807,31.734468975321107,spite,NN,NN,0
hilt,0.0016322883388615536,-0.0020408004274281334,0.00022675258082604838,0.0007436144451252634,0.007499460352705051,0.002265131226531534,-0.003224316876939809,-0.0015506778668321858,-0.0004242258276577738,0.0027826194819966805,5108,32,6.745248815365677e-05,13.855768812868396,31.734468975321107,hilt,NN,NN,5108,32,6.745248815365677e-05,13.855768812868396,31.734468975321107,hilt,NN,NN,0,5108,32,6.745248815365677e-05,13.855768812868396,31.734468975321107,hilt,NN,NN,0
manner,0.0011889303928597356,0.0015623910902026511,0.001962183029292589,0.00011332455361627981,-0.0019583496700869884,0.00253436129447364,-0.0004375718716777042,0.0007290303646319298,-0.001824573270145144,-0.004632239721890569,6415,25,5.269725637004435e-05,14.21191262309367,31.734468975321107,manner,NN,NN,6415,25,5.269725637004435e-05,14.21191262309367,31.734468975321107,manner,NN,NN,0,6415,25,5.269725637004435e-05,14.21191262309367,31.734468975321107,manner,NN,NN,0
summer,-0.0009704664005496103,-0.005911825862029512,0.002861088713201569,0.0014830601665831143,-0.006056760230651257,-0.0022685584404310015,0.0006578289310920967,0.0045163741101435905,0.002386212472890681,-0.0004861891292899405,10367,35,7.377615891806209e-05,13.726485795923429,31.734468975321107,summer,NN,NN,10367,35,7.377615891806209e-05,13.726485795923429,31.734468975321107,summer,NN,NN,0,10367,35,7.377615891806209e-05,13.726485795923429,31.734468975321107,summer,NN,NN,0
hiss,0.00651163143797871,0.001247905300715211,-0.002023826030002467,0.0012124414367396174,0.0010734156881274447,-0.0011036547461378131,-0.002319080584361546,0.0014975215434117324,-0.0011924367000782866,0.00018005329649806566,5134,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,hiss,NN,NN,5134,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,hiss,NN,NN,0,5134,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,hiss,NN,NN,0
spell,-0.0028420638285357757,-0.0005337172836482871,-0.003464061869713716,0.001368368873093691,-0.0034225602576019106,0.002668074002632508,-0.005528484373025772,0.00697875974481599,0.000978442073721673,0.0037279626977508667,9870,31,6.5344597898855e-05,13.90157250248152,31.734468975321107,spell,NN,NN,9870,31,6.5344597898855e-05,13.90157250248152,31.734468975321107,spell,NN,NN,0,9870,31,6.5344597898855e-05,13.90157250248152,31.734468975321107,spell,NN,NN,0
bound,0.0017938204143257796,0.00021248203267867672,0.0013902298565093825,0.0038425003849196938,-0.0017858805331685847,-0.00030780243733309425,-0.0019097356254033327,0.0029266484247420887,0.0014736728083678602,-0.0007130330752802821,1127,45,9.485506146607982e-05,13.36391571653872,31.419171443350702,bound,NN,NN,1127,45,9.485506146607982e-05,13.36391571653872,31.419171443350702,bound,NN,NN,0,1127,45,9.485506146607982e-05,13.36391571653872,31.419171443350702,bound,NN,NN,0
weariness,0.0004602259612131299,0.001975639497036317,-0.0022529062911597797,0.0007783911583482672,0.0009599253504936441,-0.0008571953864232125,-0.0009941202654992667,-0.0013683208060927508,0.0032488915126923576,-0.0009353004479772994,11948,48,0.0001011787322304,13.27080631214724,31.419171443350702,weari,NN,NN,11948,48,0.0001011787322304,13.27080631214724,31.419171443350702,weari,NN,NN,0,11948,48,0.0001011787322304,13.27080631214724,31.419171443350702,weari,NN,NN,0
blow,-0.0006556403468821184,-0.0020588963498676892,-0.002364125640924015,-0.0009353732423496007,-0.00043724244888799065,0.00016538657956309677,-0.0051630310417449645,-0.004150817324073282,0.0018406566081675942,0.002454883253026432,1009,48,0.0001011787322304,13.27080631214724,31.419171443350702,blow,NN,NN,1009,48,0.0001011787322304,13.27080631214724,31.419171443350702,blow,NN,NN,0,1009,48,0.0001011787322304,13.27080631214724,31.419171443350702,blow,NN,NN,0
several,0.0009842670302583425,-0.010381311292961343,0.0008666489176197416,0.00014585528137032859,-0.0001249312098721087,0.0038329489060413276,-0.0011020558184460557,-0.0043622618242617015,-0.0035313543509459676,0.0021321593852125457,9193,67,0.0001412286470717,12.789679622410622,31.419171443350702,sever,JJ,JJ,9193,67,0.0001412286470717,12.789679622410622,31.419171443350702,sever,JJ,JJ,0,9193,67,0.0001412286470717,12.789679622410622,31.419171443350702,sever,JJ,JJ,0
gleam,-0.00025721592438748104,-0.0008407966437076227,-0.0006953424609484323,0.003273742048338487,0.0006325340650215404,0.0002854504247472079,-0.0002393340570168768,0.0004596446055741865,0.001861834580683139,0.0014371099887854428,4426,46,9.69629517208816e-05,13.332206856811382,31.419171443350702,gleam,NN,NN,4426,46,9.69629517208816e-05,13.332206856811382,31.419171443350702,gleam,NN,NN,0,4426,46,9.69629517208816e-05,13.332206856811382,31.419171443350702,gleam,NN,NN,0
learn,-0.0024930321787625114,0.003501329543507455,0.00037693722927401794,-0.0014725473944574958,-0.0019463654197133273,0.005454492200494812,0.002958474234408999,0.00042684076738870407,0.0001962753091387759,0.0002641276261113674,6004,69,0.0001454444275813,12.747244356090226,31.419171443350702,learn,NN,NN,6004,69,0.0001454444275813,12.747244356090226,31.419171443350702,learn,NN,NN,0,6004,69,0.0001454444275813,12.747244356090226,31.419171443350702,learn,NN,NN,0
chief,0.0007059043428619759,-0.0069973575109456955,0.00013496160177898822,-0.004137591195944396,-0.00917165842046886,-0.00011855639453042266,0.0018531231794721482,-0.012773954792081042,-0.004297387206865278,-0.0026075762171528577,1683,83,0.0001749548911485,12.48072938152147,31.419171443350702,chief,NN,NN,1683,83,0.0001749548911485,12.48072938152147,31.419171443350702,chief,NN,NN,0,1683,83,0.0001749548911485,12.48072938152147,31.419171443350702,chief,NN,NN,0
dusk,-0.0016221323234402057,-0.0005778300900665053,-0.0007383894152734838,0.004184156200465818,0.001533581327268259,-0.0021243906281104225,-0.0011853078422253758,0.0006676875891546409,6.062700577341705e-05,-0.00232445644322494,3045,48,0.0001011787322304,13.27080631214724,31.419171443350702,dusk,NN,NN,3045,48,0.0001011787322304,13.27080631214724,31.419171443350702,dusk,NN,NN,0,3045,48,0.0001011787322304,13.27080631214724,31.419171443350702,dusk,NN,NN,0
troubled,-0.0001886859076275172,-0.0012403631727340764,-0.0026148716097143697,-7.941999991453249e-05,0.0013934568314066492,0.001367164118598888,0.002813310068859308,0.000315540012082967,0.0007504142824887454,-0.0011587862732239421,11131,56,0.0001180418542688,13.04841389081079,31.419171443350702,troubl,JJ,JJ,11131,56,0.0001180418542688,13.04841389081079,31.419171443350702,troubl,JJ,JJ,0,11131,56,0.0001180418542688,13.04841389081079,31.419171443350702,troubl,JJ,JJ,0
thick,0.0036997307859801044,-0.007081626767365462,-0.0013394125957170377,-0.005023405054402643,-0.0013802299769972437,-0.002622956961393434,-0.004659622211067137,0.005255427870028107,-0.00949629795542226,-0.0004430519690381938,10717,62,0.0001306891957977,12.90157250248152,31.419171443350702,thick,NN,NN,10717,62,0.0001306891957977,12.90157250248152,31.419171443350702,thick,NN,NN,0,10717,62,0.0001306891957977,12.90157250248152,31.419171443350702,thick,NN,NN,0
wound,-0.0010937067127294673,-0.0041064814974759,0.0009168913600712628,-0.0015070010759419786,0.006067580018071202,-0.0005968820674789089,-0.0022582852895406645,0.0016019381163014333,0.0034985867788828845,-0.0018162157795073585,12289,68,0.0001433365373265,12.768305971618055,31.419171443350702,wound,NN,NN,12289,68,0.0001433365373265,12.768305971618055,31.419171443350702,wound,NN,NN,0,12289,68,0.0001433365373265,12.768305971618055,31.419171443350702,wound,NN,NN,0
didn,0.007201040786297272,-0.00680677744796718,-0.001277961957737326,-0.001930958938820039,-0.0022942239048018153,-0.0024136463306114173,-0.00012504791536003694,-0.008857694681637666,0.0024340589162684346,-0.0031321753826208235,2666,61,0.0001285813055429,12.92503147530551,31.419171443350702,didn,NN,NN,2666,61,0.0001285813055429,12.92503147530551,31.419171443350702,didn,NN,NN,1,2666,61,0.0001285813055429,12.92503147530551,31.419171443350702,didn,NN,NN,1
listen,-0.001239092587632092,-0.0017332891095162828,0.0013496125649811626,-0.0010167212315713547,-0.0027563214907057655,0.0009618632758348444,0.00045084330564049407,-0.0026202177714515404,0.004567724509408583,0.00325098317261246,6164,48,0.0001011787322304,13.27080631214724,31.419171443350702,listen,NN,NN,6164,48,0.0001011787322304,13.27080631214724,31.419171443350702,listen,NN,NN,0,6164,48,0.0001011787322304,13.27080631214724,31.419171443350702,listen,NN,NN,0
eat,0.0055859551254775165,0.0003276361283163635,-0.002771776284711447,0.0010039836814508204,-0.001166918922893836,-0.00034232683454493083,-0.005931612460865274,-0.0016811096778327921,0.002009376606570655,-0.0029138657272305855,3136,64,0.0001349049763073,12.855768812868396,31.419171443350702,eat,NN,NN,3136,64,0.0001349049763073,12.855768812868396,31.419171443350702,eat,NN,NN,0,3136,64,0.0001349049763073,12.855768812868396,31.419171443350702,eat,NN,NN,0
third,0.002388140244483511,0.003316949392694183,0.0014053075798958477,0.002594938495802473,0.0013987992995782128,0.0008219373648863539,0.0006735292916305314,-0.0005567333164599246,0.0015408096539172335,0.0021050212557667293,10741,59,0.0001243655250333,12.973125763506554,31.419171443350702,third,JJ,JJ,10741,59,0.0001243655250333,12.973125763506554,31.419171443350702,third,JJ,JJ,0,10741,59,0.0001243655250333,12.973125763506554,31.419171443350702,third,JJ,JJ,0
read,-0.0025532255426704395,-0.0008142277041029754,0.003723083831498033,0.006226089076989304,-0.0012118722635478011,-0.0005262395936799647,0.002950888335689898,-0.0033057743946341973,-0.002587432192439506,0.002830162050946081,8321,59,0.0001243655250333,12.973125763506554,31.419171443350702,read,NN,NN,8321,59,0.0001243655250333,12.973125763506554,31.419171443350702,read,NN,NN,0,8321,59,0.0001243655250333,12.973125763506554,31.419171443350702,read,NN,NN,0
alive,-0.000394401476821748,-0.0024223889561149105,-0.0013676137818128555,-0.0009876097279062953,-0.0018732340093465295,-0.00011419548763207177,-0.008649018403922171,-0.005810141785617983,0.0008017512489124802,-0.0010509472672553177,211,53,0.0001117181835044,13.127848358305195,31.419171443350702,aliv,JJ,JJ,211,53,0.0001117181835044,13.127848358305195,31.419171443350702,aliv,JJ,JJ,0,211,53,0.0001117181835044,13.127848358305195,31.419171443350702,aliv,JJ,JJ,0
strode,-0.003999421812750485,-3.728075146136827e-05,0.0015381354147781146,0.0019884170379389264,-0.0010763615741714485,0.002037135669718291,-0.004617308686742445,0.000460700053646995,-0.0029037822282683133,0.002877666214188619,10273,29,6.112881738925145e-05,13.997787817740823,31.26714096619,strode,NN,NN,10273,29,6.112881738925145e-05,13.997787817740823,31.26714096619,strode,NN,NN,0,10273,29,6.112881738925145e-05,13.997787817740823,31.26714096619,strode,NN,NN,0
watchful,0.002215938806483703,-0.0007534009944330114,-0.0013788864176097202,0.0025385870346898605,0.000632626061401139,-0.0002261083683584488,-0.004158430908544129,-0.0027623982022809217,0.001977666174300443,0.002508249680380494,11890,19,4.004991484123371e-05,14.607841299424807,31.26714096619,watch,NN,NN,11890,19,4.004991484123371e-05,14.607841299424807,31.26714096619,watch,NN,NN,0,11890,19,4.004991484123371e-05,14.607841299424807,31.26714096619,watch,NN,NN,0
cloven,-0.00161274923126411,0.0008939333785308837,0.0021687873398987876,0.007844126968101633,0.005225019930202751,-0.0011251209661483819,-0.0005989261320804112,-0.0017581417633595298,-0.004485889741833663,-0.00038177403390173177,1845,24,5.0589366115242574e-05,14.27080631214724,31.26714096619,cloven,NN,NN,1845,24,5.0589366115242574e-05,14.27080631214724,31.26714096619,cloven,NN,NN,0,1845,24,5.0589366115242574e-05,14.27080631214724,31.26714096619,cloven,NN,NN,0
knelt,-0.0022979309718926004,0.003438358760159169,-0.00155258992284141,0.00040624368131371604,0.0019850846959344652,-0.001606076320720352,-0.0008794015663243242,-0.003442269615848954,0.005669098061581835,0.0012539513624448243,5818,26,5.480514662484612e-05,14.155329094727303,31.26714096619,knelt,NN,NN,5818,26,5.480514662484612e-05,14.155329094727303,31.26714096619,knelt,NN,NN,0,5818,26,5.480514662484612e-05,14.155329094727303,31.26714096619,knelt,NN,NN,0
household,-0.006637657227278471,0.0033543047097352122,-0.0030719508984999536,-0.003655157704447213,-0.00017713169836190576,-0.0028022524416393023,0.0032143620950259638,-0.0016754699279185321,-0.00201888027411824,-6.910938886500372e-05,5290,22,4.637358560563903e-05,14.396337194231098,31.26714096619,household,NN,NN,5290,22,4.637358560563903e-05,14.396337194231098,31.26714096619,household,NN,NN,0,5290,22,4.637358560563903e-05,14.396337194231098,31.26714096619,household,NN,NN,0
craft,-0.0005830605259873747,0.004577104853256898,0.0020535951675462764,0.002277765996114179,0.0001385070344847349,0.0004632227191587905,0.002036784813689303,0.0004030711964127883,0.0009290546435747943,0.0022662461755966106,2185,21,4.426569535083726e-05,14.463451390089634,31.26714096619,craft,NN,NN,2185,21,4.426569535083726e-05,14.463451390089634,31.26714096619,craft,NN,NN,0,2185,21,4.426569535083726e-05,14.463451390089634,31.26714096619,craft,NN,NN,0
cleft,0.006880830129056342,-0.0015124851885640058,-0.0035437867269294335,-0.00014384485186646798,-0.00031344323804785996,0.0004995017957010346,-0.008981316610913776,-0.00586846960571804,0.004631364542639314,-0.0009705076463949595,1791,24,5.0589366115242574e-05,14.27080631214724,31.26714096619,cleft,NN,NN,1791,24,5.0589366115242574e-05,14.27080631214724,31.26714096619,cleft,NN,NN,0,1791,24,5.0589366115242574e-05,14.27080631214724,31.26714096619,cleft,NN,NN,0
whither,-0.0016186658107143605,0.002740764472316457,0.0035729139684991256,-0.002182207357206172,-0.0009739986527158321,-0.0029981228317658825,0.0012500865127530259,0.001361358647781166,-0.001935789814286193,0.00010089695090610515,12084,23,4.84814758604408e-05,14.332206856811382,31.26714096619,whither,NN,NN,12084,23,4.84814758604408e-05,14.332206856811382,31.26714096619,whither,NN,NN,0,12084,23,4.84814758604408e-05,14.332206856811382,31.26714096619,whither,NN,NN,0
worth,0.0005564324381115736,0.0020385330536069795,-0.0015941175381837718,0.0008747413441271298,-0.0007922011563578122,0.0007207126606586257,-0.00038880776320772794,-0.0015838167022311721,0.002965321183801132,0.002168726251063108,12282,26,5.480514662484612e-05,14.155329094727303,31.26714096619,worth,NN,NN,12282,26,5.480514662484612e-05,14.155329094727303,31.26714096619,worth,NN,NN,0,12282,26,5.480514662484612e-05,14.155329094727303,31.26714096619,worth,NN,NN,0
ship,-0.006978452142996479,-0.0017870222011148434,0.008625886388970914,0.006919206350776191,-0.0013312182262634276,-0.012408893607207741,0.009888172844697741,0.0036760669680500333,0.023860350571163567,-0.005643804775601045,9309,37,7.799193942766564e-05,13.646315447239443,31.26714096619,ship,NN,NN,9309,37,7.799193942766564e-05,13.646315447239443,31.26714096619,ship,NN,NN,0,9309,37,7.799193942766564e-05,13.646315447239443,31.26714096619,ship,NN,NN,0
hate,-0.00039985124134689755,0.0008248894019826792,-0.005017369823599831,0.0008983073439956677,-0.0020156977549236036,0.00047649311890488776,-0.0033505551298923433,-0.004721247696731217,0.0006710729374750461,-0.0018192886295266726,4908,25,5.269725637004435e-05,14.21191262309367,31.26714096619,hate,NN,NN,4908,25,5.269725637004435e-05,14.21191262309367,31.26714096619,hate,NN,NN,0,4908,25,5.269725637004435e-05,14.21191262309367,31.26714096619,hate,NN,NN,0
throw,-0.0018477650677259834,0.00028929423479008933,0.0004364492765548004,0.003880249490504536,-0.0008356795487293481,-0.0011492856520450847,0.0010077572801568445,-0.0023629872295586832,0.00033491604940354147,0.00017470164281427577,10813,23,4.84814758604408e-05,14.332206856811382,31.26714096619,throw,NN,NN,10813,23,4.84814758604408e-05,14.332206856811382,31.26714096619,throw,NN,NN,0,10813,23,4.84814758604408e-05,14.332206856811382,31.26714096619,throw,NN,NN,0
gaffer,0.007960364497497582,-0.015562460017944759,0.0009406398715359265,-0.007517752088954077,-0.015096500852817383,-0.014512935802482158,0.02024230526029479,-0.006164332940659904,0.00021360437073834952,-0.010428643285362334,4260,52,0.0001096102932496,13.155329094727303,31.26714096619,gaffer,NN,NN,4260,52,0.0001096102932496,13.155329094727303,31.26714096619,gaffer,NN,NN,0,4260,52,0.0001096102932496,13.155329094727303,31.26714096619,gaffer,NN,NN,0
