term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Unnamed: 0_load,n_load,p_load,i_load,dfidf_load,porter_stem_load,max_pos_load,max_pos_group_load,Unnamed: 0_vocab,n_vocab,p_vocab,i_vocab,dfidf_vocab,porter_stem_vocab,max_pos_vocab,max_pos_group_vocab,stop_vocab,Unnamed: 0,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
rise,-0.0002605941158348861,-0.001200519285463361,7.582901236926674e-05,-0.0018226822120236965,0.00416145782207653,0.0012099235669268977,-0.00043827294757497543,0.0014229906303674408,2.244141799645728e-05,0.0016097668127349985,8708,26,5.480514662484612e-05,14.155329094727303,32.79945663977042,rise,NN,NN,8708,26,5.480514662484612e-05,14.155329094727303,32.79945663977042,rise,NN,NN,0,8708,26,5.480514662484612e-05,14.155329094727303,32.79945663977042,rise,NN,NN,0
breakfast,0.0010252998532892397,-0.006748650551226379,0.0015630685799304593,-0.0033269655733497924,0.0009344257043876763,0.0026468467400526034,-0.0026428781106998035,0.0024677781610069637,-0.004398113205973296,0.0004973202079406222,1194,33,6.956037840845854e-05,13.811374693509942,32.79945663977042,breakfast,NN,NN,1194,33,6.956037840845854e-05,13.811374693509942,32.79945663977042,breakfast,NN,NN,0,1194,33,6.956037840845854e-05,13.811374693509942,32.79945663977042,breakfast,NN,NN,0
shore,-0.0038941693431846914,-0.003179647260408581,0.008662145932601733,0.023547728030985517,0.010146159377383192,-0.007857310252249172,0.0016516995846237504,0.0010252176743568862,-0.005393089153504706,-0.0017465552520978234,9338,52,0.0001096102932496,13.155329094727303,32.79945663977042,shore,NN,NN,9338,52,0.0001096102932496,13.155329094727303,32.79945663977042,shore,NN,NN,0,9338,52,0.0001096102932496,13.155329094727303,32.79945663977042,shore,NN,NN,0
fly,-0.002977220691952845,-0.001249607115698661,-0.0024167341934022476,0.002404603195515428,-0.00020862188758818793,0.0057146270830549335,-0.0017205653212910995,-0.0041708850751555025,-1.4232224790787691e-05,0.0028027969797694077,3959,35,7.377615891806209e-05,13.726485795923429,32.79945663977042,fli,NN,NN,3959,35,7.377615891806209e-05,13.726485795923429,32.79945663977042,fli,NN,NN,0,3959,35,7.377615891806209e-05,13.726485795923429,32.79945663977042,fli,NN,NN,0
fool,-0.0013752505411732325,-0.0018211807991564946,-0.0004962282480622517,-0.00027160922602826855,-0.008525986386225188,0.00848759360365189,-0.0028934741306635044,-0.007751268121957302,-0.004296828388002363,0.0010174934902357907,3997,50,0.00010539451274,13.21191262309367,32.79945663977042,fool,NN,NN,3997,50,0.00010539451274,13.21191262309367,32.79945663977042,fool,NN,NN,0,3997,50,0.00010539451274,13.21191262309367,32.79945663977042,fool,NN,NN,0
pay,0.0003603195913102649,-0.001220026327209603,-0.0019422139764212983,-0.0004459885849333642,-0.0017017668712028572,0.0021291526530098095,-0.0022452317702146484,-0.003783939249925049,0.002597785859845646,-0.0010235039388310709,7581,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,pay,NN,NN,7581,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,pay,NN,NN,0,7581,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,pay,NN,NN,0
bending,0.0012383041758551193,-0.00012743309363631727,-0.0015257194626425903,-0.0008871338576283581,-0.0008034422727600806,-0.000156131215365233,-0.001030190308072797,-0.0011771168186780858,0.0019558333274364023,0.0006699013490062526,835,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,bend,NN,NN,835,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,bend,NN,NN,0,835,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,bend,NN,NN,0
rumour,-0.004870846471966071,0.004712395070178067,-0.002819482205635673,-0.0018181679589062256,-6.566710626009364e-05,-0.0015734790614762623,0.0019673916146982985,0.0006590417139219874,-0.0011700437438096499,0.0027649446332857087,8857,33,6.956037840845854e-05,13.811374693509942,32.79945663977042,rumour,NN,NN,8857,33,6.956037840845854e-05,13.811374693509942,32.79945663977042,rumour,NN,NN,0,8857,33,6.956037840845854e-05,13.811374693509942,32.79945663977042,rumour,NN,NN,0
winter,-0.002465776535108016,-0.006129648896928381,0.0028720900572612603,0.007151587691169986,0.0014008246559860627,-0.0030738539922441975,-0.0011620491501388734,0.00644449074959978,0.0033713261862864064,-0.0021685718665582394,12167,44,9.274717121127804e-05,13.396337194231098,32.79945663977042,winter,NN,NN,12167,44,9.274717121127804e-05,13.396337194231098,32.79945663977042,winter,NN,NN,0,12167,44,9.274717121127804e-05,13.396337194231098,32.79945663977042,winter,NN,NN,0
force,-0.0001734793685499212,0.006176444515920029,-0.0004644664167137142,0.0011304899978924205,0.0015715324624891638,-0.0036006130586899196,-0.00042438542355073056,-0.005902381957796334,0.007047650952378843,0.008529117976550064,4030,39,8.220771993726919e-05,13.570366594006147,32.79945663977042,forc,NN,NN,4030,39,8.220771993726919e-05,13.570366594006147,32.79945663977042,forc,NN,NN,0,4030,39,8.220771993726919e-05,13.570366594006147,32.79945663977042,forc,NN,NN,0
boromir,-0.018783613235114054,0.00938198221135894,0.06206277253076827,0.10931245378315828,0.02608722811983897,0.0017276704465826378,0.0075502070369901884,-0.016360966330248142,-0.05519085641697048,0.0013929686138419175,1106,277,0.00058388560058,10.742026646819207,32.79945663977042,boromir,NN,NN,1106,277,0.00058388560058,10.742026646819207,32.79945663977042,boromir,NN,NN,0,1106,277,0.00058388560058,10.742026646819207,32.79945663977042,boromir,NN,NN,0
chosen,-0.002080756726234452,-0.0019886833945557325,-0.00038551751290361177,0.0004429444261402438,-0.0035465355768266116,-0.0008871341953054207,0.003601857455650579,0.0018558843661118185,-0.00041747151502575814,-0.002444209231776044,1721,29,6.112881738925145e-05,13.997787817740823,32.79945663977042,chosen,NN,NN,1721,29,6.112881738925145e-05,13.997787817740823,32.79945663977042,chosen,NN,NN,0,1721,29,6.112881738925145e-05,13.997787817740823,32.79945663977042,chosen,NN,NN,0
dry,9.245681986732085e-05,-0.0006820405193793124,-0.005373038609179532,0.0010172777307890391,-0.001031898343980758,-0.0033333932798950638,-0.00524012311641636,0.007400697758513969,-0.0015862223141702555,0.00032773738429689767,3004,40,8.431561019207097e-05,13.533840717981032,32.79945663977042,dri,NN,NN,3004,40,8.431561019207097e-05,13.533840717981032,32.79945663977042,dri,NN,NN,0,3004,40,8.431561019207097e-05,13.533840717981032,32.79945663977042,dri,NN,NN,0
eyed,0.0001508526160575757,-0.0027168990559237383,-0.0005944379338956422,-0.0004598076712242254,0.0011083307192060112,0.0031498086139967363,-0.0009996254173665346,-0.004099665313124672,-0.0017289418891346707,0.0003367388045589665,3519,28,5.902092713444967e-05,14.04841389081079,32.79945663977042,eye,NN,NN,3519,28,5.902092713444967e-05,14.04841389081079,32.79945663977042,eye,NN,NN,0,3519,28,5.902092713444967e-05,14.04841389081079,32.79945663977042,eye,NN,NN,0
real,0.003094380808266793,-0.008305427790425436,-5.221668738384252e-06,-0.002442996258877192,-0.00019448771478422847,0.003823254096543621,0.0017733406955382708,-0.0037795939386902747,0.0028186265514906564,0.0008534470242603548,8325,38,8.009982968246742e-05,13.607841299424807,32.79945663977042,real,JJ,JJ,8325,38,8.009982968246742e-05,13.607841299424807,32.79945663977042,real,JJ,JJ,0,8325,38,8.009982968246742e-05,13.607841299424807,32.79945663977042,real,JJ,JJ,0
lad,-0.0009031805779462105,-0.002854175503279828,0.0034100689208344677,-0.0002465803200584414,-0.002134269625609,0.0012894702495161448,0.0036042635601815235,-0.004213552383787136,-0.0027132844281853386,0.00583914488338408,5865,36,7.588404917286387e-05,13.685843811426082,32.79945663977042,lad,NN,NN,5865,36,7.588404917286387e-05,13.685843811426082,32.79945663977042,lad,NN,NN,0,5865,36,7.588404917286387e-05,13.685843811426082,32.79945663977042,lad,NN,NN,0
cover,0.004613105584412923,-0.0006089477307809694,-0.002396312346180281,-0.0015060258184085287,-5.428360987071189e-05,0.0010399974722677242,-0.003965555083093205,-0.005476934919961056,-0.0015353655488378633,-0.0016181465536169897,2161,32,6.745248815365677e-05,13.855768812868396,32.79945663977042,cover,NN,NN,2161,32,6.745248815365677e-05,13.855768812868396,32.79945663977042,cover,NN,NN,0,2161,32,6.745248815365677e-05,13.855768812868396,32.79945663977042,cover,NN,NN,0
pleased,0.003711624477035093,-0.004603213223708059,-0.0005350522952127753,-0.0029172629867216895,-0.0035776081972260254,0.0021776748223324466,0.0007036702757564079,9.371944365985175e-05,-0.0024969503549122016,-0.00459059503314622,7801,30,6.323670764405322e-05,13.948878217259876,32.79945663977042,pleas,JJ,JJ,7801,30,6.323670764405322e-05,13.948878217259876,32.79945663977042,pleas,JJ,JJ,0,7801,30,6.323670764405322e-05,13.948878217259876,32.79945663977042,pleas,JJ,JJ,0
laden,-0.0009403896321121074,-0.00564111843355769,0.003941970963752466,-0.0015747418699327822,-0.0023239099941101183,-0.0027773872525905224,-0.0011162761743357986,0.007235907999070184,0.0008184222375449352,-0.0012094714200199521,5869,29,6.112881738925145e-05,13.997787817740823,32.79945663977042,laden,NN,NN,5869,29,6.112881738925145e-05,13.997787817740823,32.79945663977042,laden,NN,NN,0,5869,29,6.112881738925145e-05,13.997787817740823,32.79945663977042,laden,NN,NN,0
hid,0.00010821186104811836,0.0005436390665275264,-0.0003934172891144223,0.0017352431224560991,-0.002545560725875415,0.0007632028925030203,0.001311265063232719,-0.0010293678701300346,0.00382857751520455,0.0010990143824469354,5083,23,4.84814758604408e-05,14.332206856811382,32.79945663977042,hid,NN,NN,5083,23,4.84814758604408e-05,14.332206856811382,32.79945663977042,hid,NN,NN,0,5083,23,4.84814758604408e-05,14.332206856811382,32.79945663977042,hid,NN,NN,0
pleasant,-0.00016925602650337117,-0.006148557725429613,-9.598033523044807e-05,0.000938963931207584,-0.0033542704969508957,0.001245711552307962,0.002149001331103751,0.001355499441884849,-0.0018503943398031188,0.0010364671145120775,7798,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,pleasant,NN,NN,7798,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,pleasant,NN,NN,0,7798,27,5.69130368796479e-05,14.100881310704926,32.79945663977042,pleasant,NN,NN,0
aid,-0.010801004654400613,0.006582694632157718,-0.003225299835696662,0.001055232114533112,0.0004579053759723253,-0.0008360945317388489,0.00495205630431506,-0.0010806918093618926,0.003699957644414331,0.0039090106032592525,174,51,0.0001075024029948,13.1833434708969,32.79945663977042,aid,NN,NN,174,51,0.0001075024029948,13.1833434708969,32.79945663977042,aid,NN,NN,0,174,51,0.0001075024029948,13.1833434708969,32.79945663977042,aid,NN,NN,0
isengard,-0.02980826209236691,-0.0008284560302485225,-0.025549971222168996,0.009297278455329717,-0.033895414436891334,0.04742902747652837,-0.01057480205559737,0.004322852323095778,-0.008326001994462444,-0.004344936445124136,5637,142,0.0002993204161818,11.706021693363711,32.79945663977042,isengard,NN,NN,5637,142,0.0002993204161818,11.706021693363711,32.79945663977042,isengard,NN,NN,0,5637,142,0.0002993204161818,11.706021693363711,32.79945663977042,isengard,NN,NN,0
twilight,0.0003033896836939552,-0.0003045017078052467,0.0015343003992047673,0.00047410982472484285,-0.0013951473536670182,-0.0029382406983568285,0.0017419146295018586,0.002663962758393413,-0.0011529953577854863,-0.0010984028972295338,11231,34,7.166826866326032e-05,13.768305971618055,32.79945663977042,twilight,NN,NN,11231,34,7.166826866326032e-05,13.768305971618055,32.79945663977042,twilight,NN,NN,0,11231,34,7.166826866326032e-05,13.768305971618055,32.79945663977042,twilight,NN,NN,0
gollum,0.20061270658673147,0.08282132650276164,-0.08616552345904001,0.02261374296729775,0.017801203571065582,0.011041985919878016,0.03319785081038577,0.02295084491462584,-0.009019075826744454,0.0002647878201107443,4505,417,0.0008789902362523,10.151865239423731,32.79945663977042,gollum,NN,NN,4505,417,0.0008789902362523,10.151865239423731,32.79945663977042,gollum,NN,NN,0,4505,417,0.0008789902362523,10.151865239423731,32.79945663977042,gollum,NN,NN,0
body,0.0034926187394777168,0.004485985817830532,-0.0014944374463265577,-0.0038754957106681043,-0.000690173817683582,-0.004119163836123856,-0.009009926034710142,-0.012691688247315192,0.009564059117248867,-0.0034634231170238977,1041,49,0.0001032866224852,13.241058968753189,32.79945663977042,bodi,NN,NN,1041,49,0.0001032866224852,13.241058968753189,32.79945663977042,bodi,NN,NN,0,1041,49,0.0001032866224852,13.241058968753189,32.79945663977042,bodi,NN,NN,0
honour,-0.005972804625896709,0.007294719922932204,0.00964074125746931,-0.007252309338140125,-0.004711012211273466,-0.001058745098625793,0.006665550523005079,-0.002748486595570063,0.009444568183459744,0.006793680454696274,5211,51,0.0001075024029948,13.1833434708969,32.79945663977042,honour,NN,NN,5211,51,0.0001075024029948,13.1833434708969,32.79945663977042,honour,NN,NN,0,5211,51,0.0001075024029948,13.1833434708969,32.79945663977042,honour,NN,NN,0
labour,-0.0021602312531599638,0.0036693080088731136,0.003134831932659685,-0.0002469699265298073,-0.0022324256736895223,-0.0003198587828258606,0.001122213853273129,-0.0009278360995341435,0.000983601073274356,0.0006592996411053499,5856,31,6.5344597898855e-05,13.90157250248152,32.79945663977042,labour,NN,NN,5856,31,6.5344597898855e-05,13.90157250248152,32.79945663977042,labour,NN,NN,0,5856,31,6.5344597898855e-05,13.90157250248152,32.79945663977042,labour,NN,NN,0
father,-0.007211853851378738,0.011312417315287565,0.012320736220132732,-0.006710577639261416,-0.0015212472295851004,0.0019856001613438624,0.005178679516893155,-0.002449279748263944,0.0003642838093504464,0.0069253092698618205,3640,68,0.0001433365373265,12.768305971618055,32.79945663977042,father,NN,NN,3640,68,0.0001433365373265,12.768305971618055,32.79945663977042,father,NN,NN,0,3640,68,0.0001433365373265,12.768305971618055,32.79945663977042,father,NN,NN,0
whisper,0.0022559474250876325,-0.0034884011170691967,-0.0025510672917852194,0.0009965203509193883,0.0003028100574469619,-0.0001149601913346562,-0.0018496941690998674,-0.0007771544212390806,-0.0011845966400486731,-0.0002141474733262537,12067,34,7.166826866326032e-05,13.768305971618055,32.758503015303766,whisper,NN,NN,12067,34,7.166826866326032e-05,13.768305971618055,32.758503015303766,whisper,NN,NN,0,12067,34,7.166826866326032e-05,13.768305971618055,32.758503015303766,whisper,NN,NN,0
hall,-0.009854993573738698,-0.008480043437439995,0.0028056296149684347,0.0008828872856349421,-0.00671214297988418,-0.009212085911584704,0.008310839237298053,-0.003388302205826257,-0.008057151766268535,0.006378688558381268,4795,114,0.0002402994890474,12.022878798703651,32.758503015303766,hall,NN,NN,4795,114,0.0002402994890474,12.022878798703651,32.758503015303766,hall,NN,NN,0,4795,114,0.0002402994890474,12.022878798703651,32.758503015303766,hall,NN,NN,0
grim,-0.0027295343084147955,0.0011295197201557753,-0.0010684906156001196,0.001590919703106172,0.001486854706772173,-0.00029043759356012574,-0.002886149944057486,-0.0021783388450439373,-0.0011615386857633588,0.0028076577544474813,4636,39,8.220771993726919e-05,13.570366594006147,32.758503015303766,grim,NN,NN,4636,39,8.220771993726919e-05,13.570366594006147,32.758503015303766,grim,NN,NN,0,4636,39,8.220771993726919e-05,13.570366594006147,32.758503015303766,grim,NN,NN,0
realm,-0.0009495751590245825,0.004929631873791379,0.004953405264000451,0.0003088999232065788,-0.0017378602457493435,0.0012008196344745134,0.002821620203336361,-0.0013553779534857073,0.009004774842896138,0.002905857922310844,8329,58,0.0001222576347785,12.997787817740823,32.758503015303766,realm,NN,NN,8329,58,0.0001222576347785,12.997787817740823,32.758503015303766,realm,NN,NN,0,8329,58,0.0001222576347785,12.997787817740823,32.758503015303766,realm,NN,NN,0
sweet,0.0010564237602965572,-0.003382892194110699,0.003566713934812915,-0.001635354335879657,-0.0026208273081667643,-0.006274496621450674,0.00044446222192232726,0.008301039150578114,0.008136917948639107,0.002161700042497482,10494,52,0.0001096102932496,13.155329094727303,32.758503015303766,sweet,NN,NN,10494,52,0.0001096102932496,13.155329094727303,32.758503015303766,sweet,NN,NN,0,10494,52,0.0001096102932496,13.155329094727303,32.758503015303766,sweet,NN,NN,0
serve,-0.0036182677911874533,0.0016461027710275745,-0.00044104691627968315,0.0009921991036983013,0.0012948766319347785,-0.0005980302694329604,0.0022849102544238407,0.0011071356971388171,0.002401404115939871,-0.00031811035437685124,9172,34,7.166826866326032e-05,13.768305971618055,32.758503015303766,serv,NN,NN,9172,34,7.166826866326032e-05,13.768305971618055,32.758503015303766,serv,NN,NN,0,9172,34,7.166826866326032e-05,13.768305971618055,32.758503015303766,serv,NN,NN,0
grief,-0.0032441395233322626,0.004912685387901923,0.00741859443130541,0.002957389190508874,0.0006308556133151497,-0.003658386590808878,-0.0015942066072472778,-0.0019280853813150307,0.0032306842723070126,-0.0035416778167969686,4626,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,grief,NN,NN,4626,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,grief,NN,NN,0,4626,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,grief,NN,NN,0
stop,0.0022109165838061964,-0.005243907662481092,0.0001945307307986568,0.0006185746118723034,-0.002948718426521781,0.0014201520190681562,-0.002458652860904972,-0.004701094656545634,-0.0014563715699805516,-0.00036302688482351943,10173,48,0.0001011787322304,13.27080631214724,32.758503015303766,stop,NN,NN,10173,48,0.0001011787322304,13.27080631214724,32.758503015303766,stop,NN,NN,0,10173,48,0.0001011787322304,13.27080631214724,32.758503015303766,stop,NN,NN,0
weather,-0.0008327114961626541,-0.007012511066418401,0.002698910994969272,0.0006224661340173621,-0.0011998467270841653,-0.0016391541299600634,-0.0016819152658558698,0.00682234349120623,-0.0012121097268508053,0.0014710852791233815,11954,44,9.274717121127804e-05,13.396337194231098,32.758503015303766,weather,NN,NN,11954,44,9.274717121127804e-05,13.396337194231098,32.758503015303766,weather,NN,NN,0,11954,44,9.274717121127804e-05,13.396337194231098,32.758503015303766,weather,NN,NN,0
elvish,-0.002744884278204559,-0.0033823260072776157,0.0009124110731823844,0.009233551484692097,-0.001589269712707245,-0.0005978523415057768,-0.001359549418186948,-0.0005143872996312621,0.006727625202281028,-0.00210068162008378,3222,59,0.0001243655250333,12.973125763506554,32.758503015303766,elvish,JJ,JJ,3222,59,0.0001243655250333,12.973125763506554,32.758503015303766,elvish,JJ,JJ,0,3222,59,0.0001243655250333,12.973125763506554,32.758503015303766,elvish,JJ,JJ,0
certain,-0.0003241754817818096,-0.0028239265476727323,0.0026098859166616447,0.001310524910369355,0.0015203217733272358,0.001068092052773234,0.0017547272250496512,0.00018514402637965493,-0.00306358378412344,-0.000224976970792845,1587,33,6.956037840845854e-05,13.811374693509942,32.758503015303766,certain,JJ,JJ,1587,33,6.956037840845854e-05,13.811374693509942,32.758503015303766,certain,JJ,JJ,0,1587,33,6.956037840845854e-05,13.811374693509942,32.758503015303766,certain,JJ,JJ,0
drove,-0.002304416040599561,0.0002638244459611913,-0.001489025936574337,0.0011618729955826044,0.0014376556875542565,-0.0033554507874988732,1.3869193663670164e-05,-0.0037628684359429306,0.002975268598254604,0.002404008302218051,2985,35,7.377615891806209e-05,13.726485795923429,32.758503015303766,drove,NN,NN,2985,35,7.377615891806209e-05,13.726485795923429,32.758503015303766,drove,NN,NN,0,2985,35,7.377615891806209e-05,13.726485795923429,32.758503015303766,drove,NN,NN,0
dare,-0.00240216948415601,-0.00018148856011004336,-0.0021365548877645634,0.001524158093423067,0.0002618405282389403,0.0021021020569079365,-0.002254021542486617,-0.0018850436151996131,0.0013387193083395756,5.834570109933539e-05,2385,37,7.799193942766564e-05,13.646315447239443,32.758503015303766,dare,NN,NN,2385,37,7.799193942766564e-05,13.646315447239443,32.758503015303766,dare,NN,NN,0,2385,37,7.799193942766564e-05,13.646315447239443,32.758503015303766,dare,NN,NN,0
fight,-0.006004812511333006,0.0032880560552436726,-0.004035970022719916,-0.0028200966825073044,-0.000836742968832695,-0.0009373572136501867,-0.0032418691515351435,-0.005408903011228159,-0.00041928202904811996,-0.0017539388725239435,3748,48,0.0001011787322304,13.27080631214724,32.758503015303766,fight,NN,NN,3748,48,0.0001011787322304,13.27080631214724,32.758503015303766,fight,NN,NN,0,3748,48,0.0001011787322304,13.27080631214724,32.758503015303766,fight,NN,NN,0
wizard,-0.007010432536410867,-0.004995425226176565,-0.0024868454132082893,0.004904932196788039,-0.011199448741896524,0.01431090766910538,0.008644734798978553,-0.004806479686919239,-0.004043223493740112,0.011295051055540127,12210,98,0.0002065732449705,12.241058968753189,32.758503015303766,wizard,NN,NN,12210,98,0.0002065732449705,12.241058968753189,32.758503015303766,wizard,NN,NN,0,12210,98,0.0002065732449705,12.241058968753189,32.758503015303766,wizard,NN,NN,0
naught,-0.0028297280677507387,0.0021815970561185707,-0.00040892933863373416,-0.0013327508609596449,0.0006937045623776988,-0.000272802872377314,-0.0005508257700767322,-0.0007656223494225893,0.00223562476182667,0.004933247358490118,6947,33,6.956037840845854e-05,13.811374693509942,32.758503015303766,naught,NN,NN,6947,33,6.956037840845854e-05,13.811374693509942,32.758503015303766,naught,NN,NN,0,6947,33,6.956037840845854e-05,13.811374693509942,32.758503015303766,naught,NN,NN,0
chill,-0.0001512307493622499,-0.00062940991828133,-0.002924104989227351,0.0028936879064758707,0.005665813349888935,0.0003489571090093394,-0.0008090556294070415,0.0005729946556150937,0.001191692819026787,0.00043816869050396993,1693,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,chill,NN,NN,1693,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,chill,NN,NN,0,1693,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,chill,NN,NN,0
height,0.0008204849818063603,0.001993500005669997,-0.0013867539031623519,0.0032183939652827964,0.000473797649443239,-0.0011702739044866484,-9.98435918281837e-06,0.000383334676979444,0.0014412598773261268,-0.0031149815304376063,5014,41,8.642350044687274e-05,13.498216808250312,32.758503015303766,height,NN,NN,5014,41,8.642350044687274e-05,13.498216808250312,32.758503015303766,height,NN,NN,0,5014,41,8.642350044687274e-05,13.498216808250312,32.758503015303766,height,NN,NN,0
aloud,-0.004167357374859801,0.0010961600442398341,0.00354547111500298,0.0010574737396162922,0.0012815826373462412,-0.0022488654428259557,0.00232615698147888,-0.0025811870588159013,0.005642918626836011,0.004413370615730536,234,42,8.853139070167451e-05,13.463451390089634,32.758503015303766,aloud,NN,NN,234,42,8.853139070167451e-05,13.463451390089634,32.758503015303766,aloud,NN,NN,0,234,42,8.853139070167451e-05,13.463451390089634,32.758503015303766,aloud,NN,NN,0
fading,0.000946772227064858,0.0004708084561492298,-0.0006665378796018137,0.0028670020457987186,0.0008461588328946613,-0.0005787337779271911,0.001119774609654099,0.0026955178183581405,0.0007540489441240203,-0.0010550443754834115,3549,31,6.5344597898855e-05,13.90157250248152,32.758503015303766,fade,NN,NN,3549,31,6.5344597898855e-05,13.90157250248152,32.758503015303766,fade,NN,NN,0,3549,31,6.5344597898855e-05,13.90157250248152,32.758503015303766,fade,NN,NN,0
difficult,0.005138358081494871,-0.004801613884182174,-0.0019574207876829073,-0.0018119678995164826,4.818418375513392e-05,0.00016346698512441558,-3.131661683930677e-05,0.0007807214455746743,-0.0011456484338918495,0.0019081540215738829,2674,37,7.799193942766564e-05,13.646315447239443,32.758503015303766,difficult,JJ,JJ,2674,37,7.799193942766564e-05,13.646315447239443,32.758503015303766,difficult,JJ,JJ,0,2674,37,7.799193942766564e-05,13.646315447239443,32.758503015303766,difficult,JJ,JJ,0
fortune,-0.005638894128379065,0.001099846022367067,-0.00203276431969632,8.346327239821283e-05,-0.0003106061208329628,0.0003508979335559169,0.001436290320666631,0.0005764334529325024,0.0029329597005240886,0.0016852271311754265,4110,35,7.377615891806209e-05,13.726485795923429,32.758503015303766,fortun,NN,NN,4110,35,7.377615891806209e-05,13.726485795923429,32.758503015303766,fortun,NN,NN,0,4110,35,7.377615891806209e-05,13.726485795923429,32.758503015303766,fortun,NN,NN,0
meant,0.0019028532792042176,-0.006087411016460081,-0.000626561640825552,-0.00023495968332410961,-0.005221403652755841,0.0007864779119203907,0.00020033461795940105,-0.0008273856563051914,-0.0033294877902536124,0.001378595424133968,6526,38,8.009982968246742e-05,13.607841299424807,32.758503015303766,meant,NN,NN,6526,38,8.009982968246742e-05,13.607841299424807,32.758503015303766,meant,NN,NN,0,6526,38,8.009982968246742e-05,13.607841299424807,32.758503015303766,meant,NN,NN,0
wrought,-0.005107825806361295,0.0035999601460258808,0.002111758634391308,0.0035236167750832934,-0.0003490760614832415,-0.0024538598533277688,0.0036344208122767656,0.001007949618816761,0.0028319020604003755,-0.0006285036297555091,12342,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,wrought,NN,NN,12342,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,wrought,NN,NN,0,12342,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,wrought,NN,NN,0
pain,0.0023466387250693586,-0.0021693872324874105,-0.0007372390953978336,-0.0026192782304782563,0.004408226286134594,-6.432567132116912e-05,-0.009327124026580386,-0.008943579294070214,0.008940607003807595,0.002382372009833363,7468,52,0.0001096102932496,13.155329094727303,32.758503015303766,pain,NN,NN,7468,52,0.0001096102932496,13.155329094727303,32.758503015303766,pain,NN,NN,0,7468,52,0.0001096102932496,13.155329094727303,32.758503015303766,pain,NN,NN,0
noon,-0.004158116356066159,0.0005311615346121503,0.0017783028022743742,0.0037563850194208257,0.001527639061725015,-0.003497313054790113,-0.0021600532359799937,0.0035946077645723556,0.006050372814729176,0.0027013052861895818,7083,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,noon,NN,NN,7083,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,noon,NN,NN,0,7083,45,9.485506146607982e-05,13.36391571653872,32.758503015303766,noon,NN,NN,0
remain,-0.005553049062259383,0.0009213645129129907,0.002801181031962034,0.002890938103133714,0.0009156157190921268,0.002232790944674851,0.0016386742120554903,0.0020159432104160623,0.0028150932091944,-0.0022752446840463886,8486,40,8.431561019207097e-05,13.533840717981032,32.758503015303766,remain,NN,NN,8486,40,8.431561019207097e-05,13.533840717981032,32.758503015303766,remain,NN,NN,0,8486,40,8.431561019207097e-05,13.533840717981032,32.758503015303766,remain,NN,NN,0
sheer,0.005083289726905391,0.0014948390584776773,-0.004058838292374063,0.004661041168171179,0.003218976292641521,-0.001090728365413393,-0.0014455325247742944,-0.003399744491384579,0.0013024797349598185,0.0015658203131014214,9271,48,0.0001011787322304,13.27080631214724,32.758503015303766,sheer,NN,NN,9271,48,0.0001011787322304,13.27080631214724,32.758503015303766,sheer,NN,NN,0,9271,48,0.0001011787322304,13.27080631214724,32.758503015303766,sheer,NN,NN,0
harsh,0.0011579544945874954,-0.0005168689773049619,-0.0015256355912967622,0.0035827608574241126,-5.853203363160357e-05,0.00019834373667721898,-0.005195384704942595,-0.006492685959950356,0.0016785956023178908,-0.0008288551651649907,4886,28,5.902092713444967e-05,14.04841389081079,32.645364309990256,harsh,NN,NN,4886,28,5.902092713444967e-05,14.04841389081079,32.645364309990256,harsh,NN,NN,0,4886,28,5.902092713444967e-05,14.04841389081079,32.645364309990256,harsh,NN,NN,0
snow,-0.005243754191663869,-0.006676448950364095,0.007868931258968122,0.012675451012717172,0.0017231607760342879,-0.003436722330501862,0.014012739096846829,-0.001196201284747914,-0.0027861240015707132,0.006849784186035969,9717,71,0.0001496602080909,12.706021693363711,32.645364309990256,snow,NN,NN,9717,71,0.0001496602080909,12.706021693363711,32.645364309990256,snow,NN,NN,0,9717,71,0.0001496602080909,12.706021693363711,32.645364309990256,snow,NN,NN,0
