book_id,chap_num,term_str,n,tfidf
2,4,picking,2,0.0004827100050181281
2,4,pierced,1,0.00013539172049307517
2,4,pile,1,0.00022817859010918108
2,4,piled,1,0.0001414934306084876
2,4,piles,2,0.000757495459373391
2,4,pillared,1,0.0003148637496098746
2,4,pillars,2,0.00033879963772310596
2,4,pippin,16,0.0006412527240737871
2,4,pit,1,0.0001414934306084876
2,4,pitch,1,0.0003787477296866955
2,4,pitfalls,1,0.0005161404568643269
2,4,pits,1,0.00019536724967456512
2,4,place,7,8.9102784180383e-05
2,4,places,8,0.0003661106488798732
2,4,plain,1,3.2007091683921564e-05
2,4,plainly,1,0.00011358704235542221
2,4,planted,1,0.00017747102243224314
2,4,pleasant,1,0.00013539172049307517
2,4,pleased,1,0.00013539172049307517
2,4,plight,1,0.0002727844476707066
2,4,plop,1,0.0005161404568643269
2,4,plundered,1,0.0003787477296866955
2,4,plunged,2,0.00027078344098615035
2,4,plunk,1,0.0005161404568643269
2,4,point,5,0.0003227908047667846
2,4,pointing,4,0.0007098840897289726
2,4,points,3,0.0005324130672967293
2,4,polished,2,0.0004827100050181281
2,4,ponderous,1,0.0005161404568643269
2,4,pony,8,0.0012373587440669648
2,4,pool,2,0.0002591478314406342
2,4,pools,1,0.00013539172049307517
2,4,poor,9,0.000521770702472403
2,4,possess,1,0.0003148637496098746
2,4,possible,2,0.00020792455066286525
2,4,pottering,1,0.0005161404568643269
2,4,power,4,0.00013856014518350823
2,4,pray,1,0.00024135500250906404
2,4,present,1,7.886634804337915e-05
2,4,pressed,3,0.00046400952902511173
2,4,prevented,1,0.0003148637496098746
2,4,price,2,0.000512169956724493
2,4,probably,3,0.0003407611270662666
2,4,proposal,1,0.0005161404568643269
2,4,protested,1,0.0005161404568643269
2,4,prove,3,0.0003560767535538451
2,4,proved,1,0.00011869225118461504
2,4,prowls,1,0.0005161404568643269
2,4,puff,1,0.00034277013786294
2,4,pulled,1,0.00018609928817001312
2,4,purpose,2,0.00014301548083250844
2,4,pursuit,1,0.00018609928817001312
2,4,pushed,1,0.00021625907522101058
2,4,put,1,1.7277115830739136e-05
2,4,putting,1,0.00012401476719225575
2,4,queen,1,0.00021625907522101058
2,4,question,3,0.0004244802918254628
2,4,questions,1,0.00013539172049307517
2,4,quick,2,0.0001359693670153542
2,4,quicker,1,0.0001618180885173835
2,4,quickly,6,0.00020784021777526236
2,4,quiet,2,0.00012244604662678394
2,4,quietly,1,9.502559945035568e-05
2,4,quite,4,0.0002582326438134277
2,4,quiver,1,0.00022817859010918108
2,4,race,2,0.0002591478314406342
2,4,radiance,2,0.00068554027572588
2,4,raised,1,8.668515950069348e-05
2,4,ran,4,3.336175979864874e-05
2,4,rang,1,0.00010868209017387161
2,4,rate,1,8.668515950069348e-05
2,4,ray,1,0.00034277013786294
2,4,rays,1,0.0002560849783622465
2,4,reach,4,0.0003154653921735166
2,4,reached,4,0.00012802836673568625
2,4,reaches,1,0.0002727844476707066
2,4,read,1,9.078586293154967e-05
2,4,ready,3,0.00010392010888763118
2,4,real,1,0.00013539172049307517
2,4,realm,1,0.00011358704235542221
2,4,rear,2,0.00039073449934913024
2,4,reared,1,0.0001546698430083706
2,4,reason,1,0.00014790818281408544
2,4,recall,2,0.00039073449934913024
2,4,recent,1,0.0003148637496098746
2,4,recorded,1,0.0005161404568643269
2,4,red,2,2.5457938337252287e-05
2,4,redhorn,2,0.000757495459373391
2,4,reflected,1,0.0004294552973636334
2,4,refuse,1,0.00024135500250906404
2,4,regions,1,0.00024135500250906404
2,4,relieved,2,0.0004827100050181281
2,4,remain,2,0.00022717408471084442
2,4,remained,3,0.0001551606204322447
2,4,remains,2,0.0003549420448644863
2,4,remember,3,9.602127505176468e-05
2,4,remembered,2,0.00019882825733863926
2,4,remembering,1,0.00024135500250906404
2,4,rending,1,0.0002560849783622465
2,4,repeated,3,0.0005582978645100393
2,4,report,1,0.0001546698430083706
2,4,rest,11,0.00021576234518554403
2,4,retreated,1,0.00029206257018600203
2,4,return,6,0.00029223936595429006
2,4,returned,1,2.9428438477086257e-05
2,4,revealed,1,0.0001546698430083706
2,4,reward,1,0.00018609928817001312
2,4,riddles,1,0.00020537741068530854
2,4,ridges,1,0.00019536724967456512
2,4,riding,1,7.150774041625422e-05
2,4,right,17,6.971195832455496e-05
2,4,rim,1,0.0001618180885173835
2,4,ring,12,0.0002353771038387753
2,4,rings,4,0.00047476900473846016
2,4,ringwraiths,1,0.00024135500250906404
2,4,ripples,2,0.0006297274992197492
2,4,rippling,2,0.00045635718021836216
2,4,risen,1,0.00016939981886155298
2,4,rising,2,7.465921538312453e-05
2,4,risk,1,0.00016939981886155298
2,4,rivendell,9,0.0009356604779828936
2,4,road,22,4.473798562133817e-05
2,4,roads,2,0.00015026585803338
2,4,roar,1,0.00022817859010918108
2,4,rock,9,0.0007097971323904123
2,4,rocks,1,0.00012401476719225575
2,4,rohan,2,0.00015026585803338
2,4,rolled,2,0.00012244604662678394
2,4,roof,4,0.0003976565146772785
2,4,room,2,0.00017337031900138697
2,4,rooted,1,0.0003148637496098746
2,4,roots,2,0.00021736418034774322
2,4,rope,1,0.00024135500250906404
2,4,rose,5,9.807379326615638e-05
2,4,rotting,1,0.0004294552973636334
2,4,rough,1,0.00014790818281408544
2,4,round,11,9.174483944628404e-05
2,4,rounding,1,0.0004294552973636334
2,4,roused,1,0.00011869225118461504
2,4,rousing,1,0.0003787477296866955
2,4,routed,1,0.0004294552973636334
2,4,rubbed,1,0.00020537741068530854
2,4,ruined,1,0.00011358704235542221
2,4,ruins,1,0.00020537741068530854
2,4,ruling,1,0.0003787477296866955
2,4,rumour,1,0.00013539172049307517
2,4,run,2,0.00010344041362149645
2,4,runes,3,0.0006161322320559256
2,4,running,2,8.577751243924723e-05
2,4,runs,1,0.0001618180885173835
2,4,rusty,1,0.0004294552973636334
2,4,s,36,0.0
2,4,safe,1,4.576383110998415e-05
2,4,said,99,0.0
2,4,sam,30,0.0009602127505176468
2,4,same,3,8.070564856418616e-05
2,4,sang,1,9.502559945035568e-05
2,4,sank,2,0.00019005119890071136
2,4,saruman,2,0.00020792455066286525
2,4,sat,9,7.506395954695967e-05
2,4,sauron,3,0.00023659904413013744
2,4,save,3,6.599079201953441e-05
2,4,saw,16,0.0
2,4,say,10,0.0
2,4,scarce,1,0.0002727844476707066
2,4,scattered,1,0.0001618180885173835
2,4,score,1,0.00022817859010918108
2,4,scramble,1,0.00029206257018600203
2,4,scrambled,1,0.00020537741068530854
2,4,sea,1,3.2007091683921564e-05
2,4,searching,2,0.000323636177034767
2,4,seas,1,0.00018609928817001312
2,4,second,2,0.00010344041362149645
2,4,secret,4,0.0001948262439695267
2,4,see,21,0.0
2,4,seek,3,0.0003720443015767672
2,4,seeks,1,0.0003787477296866955
2,4,seem,2,6.928007259175411e-05
2,4,seemed,16,0.0
2,4,seeming,1,0.00018609928817001312
2,4,seems,3,8.828531543125878e-05
2,4,seen,14,0.0
2,4,seething,1,0.0004294552973636334
2,4,seize,1,0.0002560849783622465
2,4,seized,2,0.0002958163656281709
2,4,seldom,2,0.00017337031900138697
2,4,sense,1,0.0001295739157203171
2,4,senses,1,0.00024135500250906404
2,4,sentinel,1,0.0003148637496098746
2,4,serious,2,0.0005455688953414132
2,4,servant,1,0.00017747102243224314
2,4,set,3,1.2302110292568522e-05
2,4,setting,1,0.00012401476719225575
2,4,seven,2,0.0001577326960867583
2,4,several,6,0.000544715177589298
2,4,shade,1,0.00017747102243224314
2,4,shadow,5,6.364484584313071e-05
2,4,shadows,4,5.091587667450457e-05
2,4,shadowy,1,0.00014790818281408544
2,4,shaft,4,0.0007814689986982605
2,4,shafts,3,0.0007682549350867394
2,4,shake,1,0.00021625907522101058
2,4,shaking,1,0.00014790818281408544
2,4,shall,15,0.0
2,4,shallow,3,0.0005582978645100393
2,4,shallows,1,0.0005161404568643269
2,4,shame,1,0.00024135500250906404
2,4,shape,3,0.000173923567490801
2,4,shapes,2,0.00022717408471084442
2,4,share,1,0.00019536724967456512
2,4,sharp,3,0.0002982423860079589
2,4,sharper,1,0.00034277013786294
2,4,shatter,1,0.0005161404568643269
2,4,shattering,1,0.0004294552973636334
2,4,sheath,1,0.00018609928817001312
2,4,sheer,1,0.00011358704235542221
2,4,shelter,1,0.00019536724967456512
2,4,sheltering,1,0.0004294552973636334
2,4,shething,1,0.0005161404568643269
2,4,shielding,1,0.00034277013786294
2,4,shining,3,0.00016442481332338234
2,4,shire,2,8.015659050922338e-05
2,4,shirt,1,0.0002560849783622465
2,4,shone,6,0.0004290464424975253
2,4,shore,4,0.0005415668819723007
2,4,short,4,7.84590346129251e-05
2,4,should,10,0.0
2,4,shoulders,1,6.455816095335693e-05
2,4,shouted,2,0.00019882825733863926
2,4,showed,2,0.00020792455066286525
2,4,shrivel,1,0.0004294552973636334
2,4,shudder,1,0.0002727844476707066
2,4,shuddered,1,0.0001546698430083706
2,4,shuddering,1,0.0002727844476707066
2,4,shut,4,0.0002068808272429929
2,4,side,21,8.611477204797966e-05
2,4,sides,1,5.797452249693367e-05
2,4,sigh,1,0.00021625907522101058
2,4,sighing,1,0.00021625907522101058
2,4,sight,1,2.199693067317814e-05
2,4,sign,6,0.00029223936595429006
2,4,signals,1,0.0005161404568643269
2,4,signs,3,0.0004244802918254628
2,4,silence,5,9.807379326615638e-05
2,4,silent,8,0.00010183175334900915
2,4,silently,2,0.00020792455066286525
2,4,silver,9,0.00036070465729150524
2,4,simple,3,0.0006487772256630317
2,4,since,7,5.8383079647635296e-05
2,4,singed,1,0.0005161404568643269
2,4,singing,1,6.79846835076771e-05
2,4,single,3,0.00026005547850208044
2,4,sinking,1,0.00014790818281408544
2,4,sinuous,1,0.0005161404568643269
2,4,sip,1,0.0003787477296866955
2,4,sirannon,4,0.0020645618274573074
2,4,sit,1,6.455816095335693e-05
2,4,six,1,0.00010396227533143263
2,4,skin,1,0.00018609928817001312
2,4,skins,2,0.0006297274992197492
2,4,sky,8,0.00010183175334900915
2,4,slab,2,0.000757495459373391
2,4,slammed,1,0.0003148637496098746
2,4,slanted,1,0.00034277013786294
2,4,slap,1,0.00034277013786294
2,4,slashing,1,0.0005161404568643269
2,4,sleep,8,0.00021521506283782974
2,4,sleeps,1,0.0005161404568643269
2,4,slender,1,0.0001618180885173835
2,4,slept,1,7.886634804337915e-05
2,4,sliding,1,0.00034277013786294
2,4,slimy,1,0.0003148637496098746
2,4,slopes,1,7.886634804337915e-05
2,4,sloping,1,0.00022817859010918108
2,4,slow,3,0.00013729149332995243
2,4,slower,1,0.00022817859010918108
2,4,slowly,5,1.0167724004849584e-05
2,4,small,4,5.091587667450457e-05
2,4,smell,1,0.00016939981886155298
2,4,smiths,1,0.0003148637496098746
2,4,smoke,3,0.00018366906994017588
2,4,smooth,3,0.0003887217471609513
2,4,smote,1,0.0001546698430083706
2,4,smouldering,1,0.0002727844476707066
2,4,snakes,3,0.000876187710558006
2,4,snarled,1,0.0002727844476707066
2,4,snout,1,0.0004294552973636334
2,4,snow,2,0.0002829868612169752
2,4,snowstorm,1,0.0005161404568643269
2,4,so,15,0.0
2,4,soft,5,0.00024353280496190838
2,4,softly,2,9.741312198476335e-05
2,4,some,22,0.0
2,4,something,8,0.0001198589437324657
2,4,sometimes,2,0.0002591478314406342
2,4,son,4,0.00021923308443117648
2,4,song,1,6.122302331339197e-05
2,4,songs,1,0.00011869225118461504
2,4,soon,5,2.0503517154280872e-05
2,4,sooner,2,0.00019005119890071136
2,4,sorry,3,0.0003887217471609513
2,4,sort,1,0.00010868209017387161
2,4,sorted,1,0.0005161404568643269
2,4,sought,1,0.00016939981886155298
2,4,sound,10,0.00012728969168626143
2,4,sounded,1,0.0001414934306084876
2,4,sounds,1,0.00011358704235542221
2,4,south,6,0.0001036626949844348
2,4,southern,1,0.00010868209017387161
2,4,southward,1,0.00010868209017387161
2,4,southwards,6,0.0006520925410432297
2,4,space,2,0.00019005119890071136
2,4,spaces,1,0.0002560849783622465
2,4,spared,1,0.00019536724967456512
2,4,sparks,1,0.0003148637496098746
2,4,speak,8,0.00010183175334900915
2,4,speaking,2,0.00012911632190671385
2,4,speaks,1,0.00029206257018600203
2,4,spears,1,0.00016939981886155298
2,4,special,1,0.00024135500250906404
2,4,speech,1,7.513292901669e-05
2,4,speed,1,6.455816095335693e-05
2,4,spell,2,0.000323636177034767
2,4,spells,1,0.00029206257018600203
2,4,spend,2,0.0004827100050181281
2,4,spent,1,0.00013539172049307517
2,4,spirits,2,0.000512169956724493
2,4,splendour,1,0.0003148637496098746
2,4,spoke,5,6.364484584313071e-05
2,4,spoken,2,0.00014301548083250844
2,4,spot,1,0.00014790818281408544
2,4,sprang,5,0.0001471421923854313
2,4,spread,1,0.00010868209017387161
2,4,spring,1,3.2007091683921564e-05
2,4,square,2,0.0008589105947272668
2,4,staff,13,0.0018394145979103388
2,4,staggered,1,0.00024135500250906404
2,4,stagnant,1,0.0003148637496098746
2,4,stain,1,0.0004294552973636334
2,4,stained,1,0.00021625907522101058
2,4,stair,4,0.0004158491013257305
2,4,stairs,4,0.0006186793720334824
2,4,stairway,1,0.00034277013786294
2,4,stand,1,4.007829525461169e-05
2,4,standing,7,0.0002424802540711394
2,4,star,5,0.0004751279972517784
2,4,stared,1,9.502559945035568e-05
2,4,starlight,2,0.00043251815044202115
2,4,starmoon,1,0.0005161404568643269
2,4,stars,5,0.00018664803845781135
2,4,start,2,0.00019882825733863926
2,4,started,5,0.0004539293146577483
2,4,starting,1,0.00020537741068530854
2,4,startled,2,0.00039073449934913024
2,4,steadily,3,0.0003560767535538451
2,4,steady,4,0.0007814689986982605
2,4,steel,1,0.00011869225118461504
2,4,steep,2,0.0001577326960867583
2,4,steeply,2,0.000323636177034767
2,4,stench,1,0.00022817859010918108
2,4,step,3,0.000285076798351067
2,4,stepped,2,0.00015026585803338
2,4,steps,8,0.0006934812760055479
2,4,stern,1,0.0001295739157203171
2,4,stiff,1,0.00014790818281408544
2,4,stifling,1,0.0002727844476707066
2,4,still,24,0.0
2,4,sting,2,0.000323636177034767
2,4,stir,1,0.0001618180885173835
2,4,stone,23,0.0002927662908784013
2,4,stones,8,0.0003661106488798732
2,4,stony,1,8.668515950069348e-05
2,4,stood,17,3.457026161648858e-05
2,4,stooped,2,0.00023738450236923008
2,4,stooping,1,0.0001295739157203171
2,4,stopped,2,0.00010961654221558824
2,4,store,1,0.00019536724967456512
2,4,storm,1,0.00012401476719225575
2,4,stout,3,0.0005582978645100393
2,4,straight,2,8.577751243924723e-05
2,4,straps,1,0.0004294552973636334
2,4,stray,1,0.00019536724967456512
2,4,stream,6,0.000347847134981602
2,4,streams,1,0.00016939981886155298
2,4,strength,1,4.576383110998415e-05
2,4,stretched,3,0.000272357588794649
2,4,stride,1,0.00029206257018600203
2,4,strike,3,0.0003720443015767672
2,4,strip,1,0.0002727844476707066
2,4,strode,5,0.0008469990943077649
2,4,stroke,1,0.00011869225118461504
2,4,strong,2,6.928007259175411e-05
2,4,stronger,1,0.00010868209017387161
2,4,stronghold,1,0.00029206257018600203
2,4,struck,2,0.00021736418034774322
2,4,stuff,1,0.00014790818281408544
2,4,stumbled,1,0.0001295739157203171
2,4,stump,1,0.0003148637496098746
2,4,stumps,2,0.00068554027572588
2,4,such,5,2.0503517154280872e-05
2,4,sudden,2,9.741312198476335e-05
2,4,suddenly,8,0.0
2,4,suddenness,1,0.00034277013786294
2,4,suggested,1,0.00034277013786294
2,4,sullen,1,0.00017747102243224314
2,4,sullenly,1,0.0005161404568643269
2,4,summon,1,0.0003148637496098746
2,4,summoning,1,0.0003787477296866955
2,4,sun,3,1.8607817534249495e-05
2,4,sung,1,0.00021625907522101058
2,4,sunken,1,0.0003787477296866955
2,4,sunlight,1,0.00010868209017387161
2,4,sunset,4,0.0005659737224339504
2,4,suppose,1,6.455816095335693e-05
2,4,surely,2,0.00027078344098615035
2,4,surer,1,0.0005161404568643269
2,4,surface,4,0.0009654200100362562
2,4,surmounted,1,0.0005161404568643269
2,4,surprise,1,7.150774041625422e-05
2,4,suspicious,1,0.0003148637496098746
2,4,sweated,1,0.0005161404568643269
2,4,sweep,1,0.00029206257018600203
2,4,swift,1,4.8706560992381676e-05
2,4,swiftly,1,4.007829525461169e-05
2,4,swim,1,0.00034277013786294
2,4,swimming,1,0.00029206257018600203
2,4,swish,2,0.000757495459373391
2,4,sword,7,0.00026130725384093586
2,4,swords,2,0.00019882825733863926
2,4,swung,4,0.000647272354069534
2,4,t,15,0.00029422137979846915
2,4,table,1,0.00010396227533143263
2,4,tail,2,0.00039073449934913024
2,4,take,11,0.0
2,4,taken,1,2.199693067317814e-05
2,4,taking,1,6.79846835076771e-05
2,4,tale,2,0.00012244604662678394
2,4,tales,1,6.455816095335693e-05
2,4,tall,2,2.5457938337252287e-05
2,4,taller,1,0.00017747102243224314
2,4,tap,6,0.0018891824976592472
2,4,tapping,1,0.00034277013786294
2,4,tarnish,1,0.0005161404568643269
2,4,tasted,1,0.0003148637496098746
2,4,teach,1,0.00021625907522101058
2,4,tears,1,0.0001618180885173835
2,4,tell,6,5.004263969797311e-05
2,4,tempered,1,0.0005161404568643269
2,4,ten,2,0.00019005119890071136
2,4,tentacle,1,0.0005161404568643269
2,4,tentacles,1,0.0004294552973636334
2,4,terror,2,0.0001359693670153542
2,4,than,27,0.0
2,4,that,140,0.0
2,4,the,807,0.0
2,4,their,39,0.0
2,4,them,53,0.0
2,4,themselves,1,2.199693067317814e-05
2,4,then,29,0.0
2,4,there,89,0.0
2,4,therefore,1,0.0001414934306084876
2,4,these,18,0.00011164690520549698
2,4,they,126,0.0
2,4,thickets,1,0.0001618180885173835
2,4,thing,5,0.0001345094142736436
2,4,things,13,2.6436082412608915e-05
2,4,think,7,2.8704924015993215e-05
2,4,thinking,3,0.000285076798351067
2,4,third,1,9.078586293154967e-05
2,4,this,27,0.0
2,4,thither,1,0.0001546698430083706
2,4,thorin,1,0.00034277013786294
2,4,those,7,7.360818945517815e-05
2,4,though,8,1.6268358407759333e-05
2,4,thought,11,0.0
2,4,thoughts,1,9.078586293154967e-05
2,4,thread,1,0.00021625907522101058
2,4,threading,1,0.0005161404568643269
2,4,threads,2,0.0006297274992197492
2,4,three,5,5.2577278182270115e-05
2,4,threshold,1,0.00016939981886155298
2,4,threw,1,0.00010868209017387161
2,4,throat,2,0.00033879963772310596
2,4,throne,1,0.00020537741068530854
2,4,through,20,0.0
2,4,throw,1,0.00016939981886155298
2,4,throwing,2,0.0005455688953414132
2,4,thrown,1,0.00014790818281408544
2,4,thrust,5,0.00043342579750346743
2,4,thrâin,1,0.0004294552973636334
2,4,thrãr,1,0.0004294552973636334
2,4,thudded,1,0.0004294552973636334
2,4,thunder,1,0.00011869225118461504
2,4,tighter,1,0.0005161404568643269
2,4,till,3,8.828531543125878e-05
2,4,time,12,2.4402537611638998e-05
2,4,times,9,0.00028806382515529405
2,4,tip,1,0.00029206257018600203
2,4,tired,4,0.0002860309616650169
2,4,to,214,0.0
2,4,today,1,9.941412866931963e-05
2,4,toes,1,0.00021625907522101058
2,4,together,5,2.0503517154280872e-05
2,4,token,1,0.0001618180885173835
2,4,told,3,8.828531543125878e-05
2,4,tom,5,0.0009768362483728256
2,4,tomb,2,0.0005841251403720041
2,4,tomorrow,2,0.00019882825733863926
2,4,tone,1,0.00021625907522101058
2,4,tones,1,0.00034277013786294
2,4,tongue,2,0.00014301548083250844
2,4,tongues,2,0.000323636177034767
2,4,tonight,1,8.271465936085951e-05
2,4,too,10,0.0
2,4,took,4,1.6402813723424694e-05
2,4,top,10,0.0006122302331339197
2,4,topped,1,0.0004294552973636334
2,4,tops,1,0.00016939981886155298
2,4,torches,1,0.0001618180885173835
2,4,tossed,1,0.00021625907522101058
2,4,touch,1,0.00010396227533143263
2,4,touched,5,0.0006200738359612788
2,4,towards,8,4.962084675799866e-05
2,4,tower,1,4.007829525461169e-05
2,4,towered,2,0.0006297274992197492
2,4,toys,1,0.0003787477296866955
2,4,trace,1,0.00029206257018600203
2,4,track,2,0.00037219857634002623
2,4,traffic,2,0.00068554027572588
2,4,trail,3,0.0006161322320559256
2,4,trailed,1,0.00024135500250906404
2,4,tramping,1,0.00029206257018600203
2,4,translation,1,0.0005161404568643269
2,4,trap,1,0.00017747102243224314
2,4,travelled,1,0.0003148637496098746
2,4,treacherous,1,0.00019536724967456512
2,4,tread,4,0.0008650363008840423
2,4,treasuries,1,0.0003787477296866955
2,4,tree,5,0.0002144437810981181
2,4,trees,11,0.00024196623740495952
2,4,trembled,2,0.00039073449934913024
2,4,trials,1,0.0005161404568643269
2,4,tribute,1,0.0003787477296866955
2,4,trickle,2,0.000757495459373391
2,4,trickling,1,0.0002727844476707066
2,4,tried,2,0.0001577326960867583
2,4,trouble,1,5.172020681074823e-05
2,4,troubled,2,0.00018157172586309934
2,4,trough,1,0.00024135500250906404
2,4,trudged,1,0.0002727844476707066
2,4,true,4,0.0002582326438134277
2,4,trumpets,1,0.00017747102243224314
2,4,try,1,7.150774041625422e-05
2,4,trying,2,0.0001359693670153542
2,4,tunic,1,0.00029206257018600203
2,4,tunnels,2,0.0004827100050181281
2,4,turn,3,5.18313474922174e-05
2,4,turned,6,0.0
2,4,turning,6,0.00014655216803851224
2,4,turns,1,0.00017747102243224314
2,4,twang,1,0.0004294552973636334
2,4,twenty,3,0.0003560767535538451
2,4,twinkled,1,0.0002727844476707066
2,4,twisted,2,0.00027078344098615035
2,4,two,12,2.4402537611638998e-05
2,4,uncertainly,1,0.0004294552973636334
2,4,unclean,1,0.0004294552973636334
2,4,undamaged,2,0.0008589105947272668
2,4,undaunted,1,0.0005161404568643269
2,4,under,16,3.2536716815518666e-05
2,4,underneath,1,0.0003148637496098746
2,4,understand,1,3.464003629587706e-05
2,4,undeterred,1,0.0005161404568643269
2,4,undimmed,1,0.0005161404568643269
2,4,uneasily,1,0.00020537741068530854
2,4,uneasiness,1,0.0003787477296866955
2,4,unknown,1,0.00021625907522101058
2,4,unlading,1,0.0005161404568643269
2,4,unless,7,0.000320346817769889
2,4,unlikely,1,0.0002727844476707066
2,4,unmoved,1,0.00029206257018600203
2,4,unrolling,1,0.0005161404568643269
2,4,unseen,2,0.0002958163656281709
2,4,untasted,1,0.0005161404568643269
2,4,until,9,1.830190320872925e-05
2,4,unwearied,1,0.0005161404568643269
2,4,unwholesome,1,0.0004294552973636334
2,4,up,43,0.0
2,4,upheld,1,0.00034277013786294
2,4,upon,14,8.683648182649764e-05
2,4,upper,3,0.00048545426555215044
2,4,uprooted,1,0.00034277013786294
2,4,upwards,3,0.00046400952902511173
2,4,us,35,0.0
2,4,use,5,0.0001345094142736436
2,4,used,6,0.0003103212408644894
2,4,useful,1,0.0001546698430083706
2,4,useless,1,0.0001618180885173835
2,4,uses,1,0.0002560849783622465
2,4,usual,1,0.00019536724967456512
2,4,usually,1,0.00018609928817001312
2,4,vague,1,0.00022817859010918108
2,4,vain,1,0.00010396227533143263
2,4,valley,4,0.00023189808998773468
2,4,value,2,0.00068554027572588
2,4,vanish,1,0.00024135500250906404
2,4,vanished,4,0.0001948262439695267
2,4,varied,1,0.0003787477296866955
2,4,vast,3,0.00026005547850208044
2,4,vastness,1,0.0004294552973636334
2,4,veering,1,0.0005161404568643269
2,4,veiled,2,0.0003549420448644863
2,4,veins,1,0.0002727844476707066
2,4,venture,1,0.00021625907522101058
2,4,very,6,1.2201268805819499e-05
2,4,visible,1,0.00016939981886155298
2,4,visibly,1,0.0005161404568643269
2,4,voice,7,2.8704924015993215e-05
2,4,voices,1,3.464003629587706e-05
2,4,vote,2,0.000757495459373391
2,4,votes,1,0.0005161404568643269
2,4,wager,1,0.00034277013786294
2,4,wailing,1,0.00020537741068530854
2,4,wait,2,5.3803765709457435e-05
2,4,waiting,1,7.886634804337915e-05
2,4,wakes,1,0.00034277013786294
2,4,walk,2,9.741312198476335e-05
2,4,walked,9,0.0003117603266628935
2,4,walking,2,0.00012244604662678394
2,4,wall,10,0.0003200709168392156
2,4,walls,8,0.00023542750781669006
2,4,wandered,1,0.00012401476719225575
2,4,wanderer,1,0.0002560849783622465
2,4,wandering,1,0.00012401476719225575
2,4,waned,1,0.00024135500250906404
2,4,waning,3,0.0006845357703275432
2,4,want,3,0.00016442481332338234
2,4,warg,1,0.0005161404568643269
2,4,wargs,2,0.0008589105947272668
2,4,warmer,1,0.00029206257018600203
2,4,warning,2,0.0003093396860167412
2,4,was,160,0.0
2,4,watch,4,0.00024489209325356787
2,4,watched,1,6.122302331339197e-05
2,4,watches,1,0.0003148637496098746
2,4,watchful,1,0.00016939981886155298
2,4,watching,3,0.00031188682599429785
2,4,water,26,0.0003895415671305135
2,4,waters,3,0.00031188682599429785
2,4,waterãor,1,0.0005161404568643269
2,4,wavering,1,0.00024135500250906404
2,4,way,28,5.6939254427157665e-05
2,4,ways,1,7.886634804337915e-05
2,4,we,89,0.0
2,4,wealth,2,0.0006297274992197492
2,4,wearier,1,0.0004294552973636334
2,4,weary,4,0.0001830553244399366
2,4,weather,2,0.00022717408471084442
2,4,weedy,1,0.0003787477296866955
2,4,weeping,1,0.00022817859010918108
2,4,weight,1,0.00011869225118461504
2,4,welcomed,1,0.00021625907522101058
2,4,well,15,0.0
2,4,wells,3,0.000876187710558006
2,4,went,12,0.0
2,4,were,68,0.0
2,4,west,10,6.202605844749833e-05
2,4,western,3,0.0002039540505230313
2,4,westward,2,0.00012911632190671385
2,4,wet,1,0.0001295739157203171
2,4,what,34,0.0
2,4,whatever,4,0.00021923308443117648
2,4,wheel,1,0.00029206257018600203
2,4,when,32,6.507343363103733e-05
2,4,where,22,0.0
2,4,wherever,1,0.00014790818281408544
2,4,which,15,0.0
2,4,while,14,2.8469627213578832e-05
2,4,whiles,1,0.0002727844476707066
2,4,whisper,1,0.00011358704235542221
2,4,whispered,1,0.00010868209017387161
2,4,whispering,1,0.00017747102243224314
2,4,whispers,2,0.0005841251403720041
2,4,white,2,0.0
2,4,whither,1,0.00016939981886155298
2,4,who,14,2.8469627213578832e-05
2,4,whole,3,0.00016442481332338234
2,4,whose,1,8.668515950069348e-05
2,4,why,2,2.5457938337252287e-05
2,4,wide,7,1.4234813606789416e-05
2,4,widening,1,0.0003148637496098746
2,4,wider,1,0.00022817859010918108
2,4,widest,2,0.00068554027572588
2,4,wielding,1,0.0003148637496098746
2,4,wild,4,0.00016031318101844677
2,4,wilderness,1,0.00017747102243224314
2,4,wildest,1,0.0004294552973636334
2,4,will,47,0.0
2,4,willing,1,0.00010868209017387161
2,4,wind,9,0.0001348413116990239
2,4,winding,2,0.00016542931872171902
2,4,windings,1,0.0004294552973636334
2,4,windless,1,0.00029206257018600203
2,4,window,1,7.513292901669e-05
2,4,windows,1,9.941412866931963e-05
2,4,wink,1,0.0003787477296866955
2,4,wise,1,8.271465936085951e-05
2,4,wish,14,0.00011676615929527059
2,4,wished,4,0.00030053171606676
2,4,wisp,1,0.0003787477296866955
2,4,with,66,0.0
2,4,within,2,0.00010344041362149645
2,4,without,10,2.0335448009699167e-05
2,4,wits,1,0.00022817859010918108
2,4,wizard,13,0.0014766315506204886
2,4,woke,3,0.00032604627052161485
2,4,wolf,7,0.0016894850175634482
2,4,wolves,15,0.002791489322550197
2,4,won,2,6.401418336784313e-05
2,4,wonder,5,4.170219974831093e-05
2,4,wondering,1,9.941412866931963e-05
2,4,wood,1,4.576383110998415e-05
2,4,word,9,0.00028806382515529405
2,4,words,13,0.00016547659919213985
2,4,work,1,3.732960769156227e-05
2,4,world,8,0.00021521506283782974
2,4,worse,3,0.00016442481332338234
2,4,worst,1,0.0001295739157203171
2,4,worth,2,0.00033879963772310596
2,4,would,16,0.0
2,4,wound,4,0.00036314345172619867
2,4,wrath,1,0.00010868209017387161
