term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Unnamed: 0_load,term_str,n_load,p_load,i_load,dfidf_load,porter_stem_load,max_pos_load,max_pos_group_load,Unnamed: 0_vocab,n_vocab,p_vocab,i_vocab,dfidf_vocab,porter_stem_vocab,max_pos_vocab,max_pos_group_vocab,stop_vocab,Unnamed: 0,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
bag,0.006658868550008792,-0.02997269910790993,-0.0003876128953399611,-0.016126518069802427,-0.025378758616321287,-0.017188231720429534,-0.03194895728854943,-0.018283818003884556,-0.008344379307722404,-0.004304612076309005,,,,,,,,,,590,98,0.0002065732449705,12.241058968753189,32.645364309990256,bag,NN,NN,0,590,98,0.0002065732449705,12.241058968753189,32.645364309990256,bag,NN,NN,0
dull,0.00276118505890206,0.0013344399091594372,0.0006376124122529141,0.002382440764370857,0.0011559433903420952,-0.002090741097527945,-0.00016667723907362928,-0.0011342761198106818,0.0013226893112525222,0.0006260458500935501,,,,,,,,,,3019,28,5.902092713444967e-05,14.04841389081079,32.645364309990256,dull,NN,NN,0,3019,28,5.902092713444967e-05,14.04841389081079,32.645364309990256,dull,NN,NN,0
staff,-0.00862097581946068,0.004224956083603783,-0.004714484685621049,0.00980527864630486,-0.002220573740926363,0.0005227470322634593,0.003387578795099597,-0.0020136723245622943,0.0018332453639856193,-0.0017800104966084042,,,,,,,,,,10007,63,0.0001327970860525,12.878488889368478,32.645364309990256,staff,NN,NN,0,10007,63,0.0001327970860525,12.878488889368478,32.645364309990256,staff,NN,NN,0
council,-0.0015243873318547204,0.000560358329599905,0.0026617617978619665,0.004999376669907288,-0.005555978055870701,0.00692148288582713,-0.007704192266424044,-0.0031043838629329907,0.0018300167003206603,0.007978633356714289,,,,,,,,,,2125,53,0.0001117181835044,13.127848358305195,32.645364309990256,council,NN,NN,0,2125,53,0.0001117181835044,13.127848358305195,32.645364309990256,council,NN,NN,0
ease,-0.001415193177211585,0.0023223087302971755,0.0026712951759940706,0.0008266512665638967,-0.0014674677804967496,0.0015997909479248933,0.001195707413525759,4.4130008894729184e-05,0.0009147430143503741,-0.0046908879016054955,,,,,,,,,,3119,29,6.112881738925145e-05,13.997787817740823,32.645364309990256,eas,NN,NN,0,3119,29,6.112881738925145e-05,13.997787817740823,32.645364309990256,eas,NN,NN,0
arrow,-0.005402032190490005,0.005997838131132368,-0.0004872525774071342,0.0023261103641525624,0.003173460370525946,-0.0023639516183460367,0.004686629009391095,-0.0036646401730313456,-0.004086039487928274,-0.002031637392073296,,,,,,,,,,449,40,8.431561019207097e-05,13.533840717981032,32.645364309990256,arrow,NN,NN,0,449,40,8.431561019207097e-05,13.533840717981032,32.645364309990256,arrow,NN,NN,0
advice,0.0012294849106323916,-0.008709443202768974,0.0011161938528562259,-0.0011789053256835225,-0.005275358717955311,-0.0026040742764837674,-0.007241695892188221,0.0007513328387317431,-0.002787418174520539,0.0011757835669386218,,,,,,,,,,120,34,7.166826866326032e-05,13.768305971618055,32.645364309990256,advic,NN,NN,0,120,34,7.166826866326032e-05,13.768305971618055,32.645364309990256,advic,NN,NN,0
bend,0.00167338799644508,-0.0009629575392978139,-0.0024896414347140494,0.0030137178637789953,0.0002709366913585977,-0.002525678834176007,0.0035782808363175453,-0.004007183036211983,0.003448371681009312,-0.002886672877646372,,,,,,,,,,833,25,5.269725637004435e-05,14.21191262309367,32.645364309990256,bend,NN,NN,0,833,25,5.269725637004435e-05,14.21191262309367,32.645364309990256,bend,NN,NN,0
effort,0.006280359545676036,-0.0031294644803850553,-0.0040908736641868245,-0.0002955179264635353,-0.00038642484157766754,0.0005532935246031468,0.003288558621787645,-0.005545196205496851,0.0033371924355272164,0.002342791729247664,,,,,,,,,,3168,33,6.956037840845854e-05,13.811374693509942,32.645364309990256,effort,NN,NN,0,3168,33,6.956037840845854e-05,13.811374693509942,32.645364309990256,effort,NN,NN,0
elendil,-0.004811278721930799,0.005490473761262426,0.004093917462133327,0.003966028306086677,0.0013523710175204788,0.0048198471973683685,-0.0064862623482493,0.00033175835365645555,-0.0013961605406328024,0.002557446498446224,,,,,,,,,,3193,56,0.0001180418542688,13.04841389081079,32.645364309990256,elendil,NN,NN,0,3193,56,0.0001180418542688,13.04841389081079,32.645364309990256,elendil,NN,NN,0
entrance,0.0011972807832066753,-0.0001854596180674193,-0.001337720557136064,-0.00026439177007226447,-0.0010881523312165392,0.00018659438732139902,0.0018362938744862353,-0.0025411618503931484,-0.0011150872192733391,0.0013714593706027677,,,,,,,,,,3335,22,4.637358560563903e-05,14.396337194231098,32.645364309990256,entranc,NN,NN,0,3335,22,4.637358560563903e-05,14.396337194231098,32.645364309990256,entranc,NN,NN,0
cliff,0.012388135642605179,0.0030293525656447944,-0.015942593062537116,0.0069945222525284075,0.006166279495350383,-0.002245044607614034,0.009087702098745553,-0.0069295283798264705,0.00019668164179497424,-0.0029739026981787497,,,,,,,,,,1801,80,0.0001686312203841,12.533840717981032,32.645364309990256,cliff,NN,NN,0,1801,80,0.0001686312203841,12.533840717981032,32.645364309990256,cliff,NN,NN,0
fact,0.004801699967130495,-0.012575885839273418,0.0008861644409242158,-0.006936824881350009,-0.0039921690126903065,-0.006189477497953624,-0.005608731423317388,-0.00030715054726129104,-0.008337740272036433,0.0011481669105047726,,,,,,,,,,3543,38,8.009982968246742e-05,13.607841299424807,32.645364309990256,fact,NN,NN,0,3543,38,8.009982968246742e-05,13.607841299424807,32.645364309990256,fact,NN,NN,0
nightfall,-0.0019147617295670407,-0.0036320841425068486,-0.0013810665053631051,-0.0027421451923806753,0.003440106895845659,0.000758836073064314,0.0013313288883527652,-0.00014502048973066145,0.0004388646501855333,-0.00015217552027821615,,,,,,,,,,7032,25,5.269725637004435e-05,14.21191262309367,32.645364309990256,nightfal,NN,NN,0,7032,25,5.269725637004435e-05,14.21191262309367,32.645364309990256,nightfal,NN,NN,0
debate,0.0029835222976077195,0.0033305321785505235,-0.0017665923508544228,0.0035866106721499425,0.00138898117441667,-0.0006698944998706334,0.0006576263484144914,-0.001531614728351937,0.003063283486408926,0.0029103769007341003,,,,,,,,,,2458,27,5.69130368796479e-05,14.100881310704926,32.645364309990256,debat,NN,NN,0,2458,27,5.69130368796479e-05,14.100881310704926,32.645364309990256,debat,NN,NN,0
chamber,-0.004314911256786718,0.0035745399188721045,0.009060001960752961,0.003778953781193433,-0.0018069919240004569,-0.0021419677795130082,0.012446625357673704,-0.005928242147240037,0.0016226445773972668,-0.00016576887784424183,,,,,,,,,,1608,61,0.0001285813055429,12.92503147530551,32.645364309990256,chamber,NN,NN,0,1608,61,0.0001285813055429,12.92503147530551,32.645364309990256,chamber,NN,NN,0
chain,0.0040428547220555805,-0.006290741577857793,-0.0005215833711069934,-0.0006231827471319654,-0.004029425067681398,-0.003073853909124661,0.0007182920347340837,-0.005635147207470516,0.006564704844712484,0.0007925223020369177,,,,,,,,,,1594,33,6.956037840845854e-05,13.811374693509942,32.645364309990256,chain,NN,NN,0,1594,33,6.956037840845854e-05,13.811374693509942,32.645364309990256,chain,NN,NN,0
sunset,-0.003338127650765511,0.002943280187255341,-0.0009716258421689812,0.0017889787769166609,0.0022444588880093205,-0.0010108532774754505,0.0005711474900846955,-0.0014941898532451162,-0.0018162356302775522,0.0007076980735529547,,,,,,,,,,10393,27,5.69130368796479e-05,14.100881310704926,32.645364309990256,sunset,NN,NN,0,10393,27,5.69130368796479e-05,14.100881310704926,32.645364309990256,sunset,NN,NN,0
heir,-0.007035457810501274,0.00251678786082311,-0.00016859047738742067,0.0008381269025435344,0.001075355582021862,-0.001980133286085982,-0.008468611569959665,-0.00013071388498609365,0.0019772082649302217,0.004722469914543026,,,,,,,,,,5016,40,8.431561019207097e-05,13.533840717981032,32.645364309990256,heir,NN,NN,0,5016,40,8.431561019207097e-05,13.533840717981032,32.645364309990256,heir,NN,NN,0
peregrin,-0.0036836062114155273,-0.0038792894867296776,0.005896397322832436,-0.002067582848219362,-0.007114157051025057,0.0030493534662437657,-0.0024871129601062333,-0.00632322190446934,-0.005288150399653002,0.008611593702585492,,,,,,,,,,7642,48,0.0001011787322304,13.27080631214724,32.645364309990256,peregrin,NN,NN,0,7642,48,0.0001011787322304,13.27080631214724,32.645364309990256,peregrin,NN,NN,0
music,-0.004150987422552295,-0.006803509629635979,0.0007308788077728391,-0.0008364791927098539,0.0008614005989711947,0.0013737102870799108,-0.006921073882090397,0.0005283168553546391,0.007987640170566001,0.0029447052477321995,,,,,,,,,,6877,36,7.588404917286387e-05,13.685843811426082,32.645364309990256,music,NN,NN,0,6877,36,7.588404917286387e-05,13.685843811426082,32.645364309990256,music,NN,NN,0
question,-0.0021935613698147037,-0.00180161361366587,0.0006651176402207755,-0.0014037970277829782,-0.0007378148791864867,0.0019257588217525645,-0.0005595808531066536,0.00023166856120253483,-0.0010907737969739813,0.0010793691714081224,,,,,,,,,,8192,26,5.480514662484612e-05,14.155329094727303,32.645364309990256,question,NN,NN,0,8192,26,5.480514662484612e-05,14.155329094727303,32.645364309990256,question,NN,NN,0
beheld,-0.0014024905073051152,0.002298151441096877,-0.0010831040459120282,0.0005096664667629575,0.0007834449013003382,-0.0014579833906211244,-0.0012729987582670496,-0.0005677289179752589,0.004682479621227994,0.0010507203033869937,,,,,,,,,,791,23,4.84814758604408e-05,14.332206856811382,32.645364309990256,beheld,NN,NN,0,791,23,4.84814758604408e-05,14.332206856811382,32.645364309990256,beheld,NN,NN,0
brow,-0.0010392590523713595,0.0017894124041790307,0.0006231662061738078,-0.0050614696639729945,0.002160877707260841,-0.003238473067853173,0.002778981909287707,0.002555653910911324,0.002572268302315559,0.0017441163783316505,,,,,,,,,,1289,37,7.799193942766564e-05,13.646315447239443,32.645364309990256,brow,NN,NN,0,1289,37,7.799193942766564e-05,13.646315447239443,32.645364309990256,brow,NN,NN,0
behold,-0.00810685965500475,0.005961125203592992,0.0005305610802275148,-0.00014797191046786527,0.0019724636468534396,-0.0055497531287560745,-0.0042357098072365335,0.0017448181851922792,0.00820210707998422,-4.722238170349897e-05,,,,,,,,,,793,41,8.642350044687274e-05,13.498216808250312,32.645364309990256,behold,NN,NN,0,793,41,8.642350044687274e-05,13.498216808250312,32.645364309990256,behold,NN,NN,0
dismay,-0.0006095339619342533,0.0005677288285382955,4.246849143137197e-05,-7.774627767247946e-05,0.0034671240874622126,-0.0006563363023776333,0.0024134867927771793,-0.004785398206265388,-0.001238978248332744,0.003817211315614969,,,,,,,,,,2764,29,6.112881738925145e-05,13.997787817740823,32.645364309990256,dismay,NN,NN,0,2764,29,6.112881738925145e-05,13.997787817740823,32.645364309990256,dismay,NN,NN,0
woke,0.003847298929668072,-0.0027850762439938794,0.00031355271566985566,-0.0001325209397396306,-0.001946521440765412,-0.0012223051731857781,0.0018487974653856743,0.003025597158888477,0.001200446456678815,0.0010605526235641697,,,,,,,,,,12215,40,8.431561019207097e-05,13.533840717981032,32.597671398390354,woke,NN,NN,0,12215,40,8.431561019207097e-05,13.533840717981032,32.597671398390354,woke,NN,NN,0
awake,-0.00024441336923225417,-0.0023696855505625013,0.0017243334815563245,-0.0035790445894720254,-0.0003705425022220208,-0.0002506616886580461,1.611453615413888e-05,-0.0008199960234993292,0.005369268401836451,-0.0003044803723169642,,,,,,,,,,549,51,0.0001075024029948,13.1833434708969,32.597671398390354,awak,NN,NN,0,549,51,0.0001075024029948,13.1833434708969,32.597671398390354,awak,NN,NN,0
struck,0.0025603102831881826,-0.0008251950995557734,-0.0008527899477979665,0.0024765947506771874,-0.0010978141363743917,-0.00028285327286647834,0.0025931472488518255,0.00032471538612289245,-0.0008107360912106114,0.0037738503632508027,,,,,,,,,,10288,34,7.166826866326032e-05,13.768305971618055,32.597671398390354,struck,NN,NN,0,10288,34,7.166826866326032e-05,13.768305971618055,32.597671398390354,struck,NN,NN,0
spread,0.0011440521858639909,-0.0005535792095858669,-0.0016120752385514155,0.001807108555480498,-0.0020053347945507604,-0.0007993917832642476,0.002889027948462666,-0.0012127789254036533,0.002121877282965837,-0.0006648393251089343,,,,,,,,,,9940,36,7.588404917286387e-05,13.685843811426082,32.597671398390354,spread,NN,NN,0,9940,36,7.588404917286387e-05,13.685843811426082,32.597671398390354,spread,NN,NN,0
bad,0.0026670622841698565,-0.007487306693756133,-0.0025345179520648666,-0.003067058320396059,-0.0036086847022360224,0.0001790992660091024,0.002526755908380119,-0.005525394942480172,-0.002400569961304785,-0.002052123365085597,,,,,,,,,,579,53,0.0001117181835044,13.127848358305195,32.597671398390354,bad,JJ,JJ,0,579,53,0.0001117181835044,13.127848358305195,32.597671398390354,bad,JJ,JJ,0
wore,-0.0006823567662761359,-0.0017796653242379695,0.002494572810696093,-0.0005364778686227121,-0.0009025236105772035,-0.004629885343391644,-0.0060795459593409335,-0.0004037710800695395,0.004633925350066249,0.0023381978747467652,,,,,,,,,,12255,40,8.431561019207097e-05,13.533840717981032,32.597671398390354,wore,NN,NN,0,12255,40,8.431561019207097e-05,13.533840717981032,32.597671398390354,wore,NN,NN,0
spare,8.013008578389494e-05,-0.003031833796847095,0.0010481844247988115,-0.0010829176167131479,0.0014739289573273723,0.0005505073533365469,-0.001854273482874469,0.0008598627659674453,0.00017751538947222107,-0.00220452344157809,,,,,,,,,,9829,32,6.745248815365677e-05,13.855768812868396,32.597671398390354,spare,NN,NN,0,9829,32,6.745248815365677e-05,13.855768812868396,32.597671398390354,spare,NN,NN,0
willing,-0.00026278746753732624,-0.004234751815322564,0.0022343548785595463,0.00030912042920322306,-0.0020192169760545903,-0.000587682105894376,-0.004994916627709749,2.3992321081198318e-05,0.0006095899339250189,-0.0017858788812017113,,,,,,,,,,12135,38,8.009982968246742e-05,13.607841299424807,32.597671398390354,will,JJ,JJ,0,12135,38,8.009982968246742e-05,13.607841299424807,32.597671398390354,will,JJ,JJ,0
southern,-0.0011981342431719312,-0.001602524643519841,0.0025053538273148795,0.002537407100958597,0.0034854637534783364,-0.00021245065013249432,-0.0007668185166827328,0.00162423791478374,0.0013795696700732508,-0.0028182817297783334,,,,,,,,,,9809,34,7.166826866326032e-05,13.768305971618055,32.597671398390354,southern,JJ,JJ,0,9809,34,7.166826866326032e-05,13.768305971618055,32.597671398390354,southern,JJ,JJ,0
southward,0.0002107900644254486,0.003646205559800205,-0.0019898104728536203,0.0038953144288449313,0.003759112560943695,-0.0022667828213416437,0.0006063256676775903,0.0005438475702208389,0.002100922173990968,-0.0006137600685630823,,,,,,,,,,9819,45,9.485506146607982e-05,13.36391571653872,32.597671398390354,southward,NN,NN,0,9819,45,9.485506146607982e-05,13.36391571653872,32.597671398390354,southward,NN,NN,0
sort,0.0032630293084834135,-0.006523265397407063,-0.0005280127885885669,-0.001259862812808322,-0.003389853844218046,5.401486847802209e-05,-0.0002622188036467041,0.00017562011853578343,-0.005012624455575561,-0.0002254158175731724,,,,,,,,,,9790,43,9.063928095647628e-05,13.429504058166298,32.597671398390354,sort,NN,NN,0,9790,43,9.063928095647628e-05,13.429504058166298,32.597671398390354,sort,NN,NN,0
bridge,0.004825626762954883,-0.01241291576733653,7.560871261464562e-05,0.004575938121489821,0.0020181328191303262,-0.004849322784216268,0.006032657782056099,-0.010500723930665203,-0.00033092565455940714,-0.004991356797123978,,,,,,,,,,1231,89,0.0001876022326773,12.380035381901996,32.597671398390354,bridg,NN,NN,0,1231,89,0.0001876022326773,12.380035381901996,32.597671398390354,bridg,NN,NN,0
slope,0.00590551489299043,-0.004199114423188562,-0.002511385090001629,-0.0007384312066866285,0.005038920208558516,0.001961317128945655,0.005781652487751367,0.003934957562020277,-0.0025494259535961254,-6.402268666266529e-05,,,,,,,,,,9606,68,0.0001433365373265,12.768305971618055,32.597671398390354,slope,NN,NN,0,9606,68,0.0001433365373265,12.768305971618055,32.597671398390354,slope,NN,NN,0
business,0.0027563792131598086,-0.014115457673716116,0.0007589958147774133,-0.00719830289447907,-0.0021919571196523362,0.005042474855346108,-0.0009367152795957001,-0.0023993949881932833,-0.002974074906061662,-0.0028095724555705797,,,,,,,,,,1383,63,0.0001327970860525,12.878488889368478,32.597671398390354,busi,NN,NN,0,1383,63,0.0001327970860525,12.878488889368478,32.597671398390354,busi,NN,NN,0
fought,-0.0012698393368376982,0.002496835115736567,6.210286448725027e-05,0.000685171697110458,-0.0007278716573171823,-0.0011152316090067365,0.0034903531778866406,-0.001947235866648017,0.0035731504896953058,0.0019076779561892404,,,,,,,,,,4116,35,7.377615891806209e-05,13.726485795923429,32.597671398390354,fought,NN,NN,0,4116,35,7.377615891806209e-05,13.726485795923429,32.597671398390354,fought,NN,NN,0
forest,-0.007120756069605984,-0.022640753321823946,-0.00880871950190262,-0.0016889229807693698,-0.017738242745714356,-0.003103395998462646,0.033767192220325315,0.040703511269998986,-0.011522964611098403,0.006641437664574149,,,,,,,,,,4056,157,0.0003309387700038,11.561148063976768,32.597671398390354,forest,NN,NN,0,4056,157,0.0003309387700038,11.561148063976768,32.597671398390354,forest,NN,NN,0
sunlight,-0.003341069738093348,0.0008509458277240286,0.0013246140913894392,0.002661791613363062,0.0011667525545333908,-0.005164333847085485,0.0030037568578631497,0.0059203408956198375,0.0038746019483958294,0.003737803134586828,,,,,,,,,,10388,47,9.907084197568336e-05,13.301179961190758,32.597671398390354,sunlight,NN,NN,0,10388,47,9.907084197568336e-05,13.301179961190758,32.597671398390354,sunlight,NN,NN,0
smiled,-0.0027955669456040475,-0.00038075689683735053,0.0012632054432884013,-0.0017638352402830054,-0.0005417051544665936,-0.004393878430268141,-0.005170603848056165,-0.00022734627940547008,0.0030648843712042426,-0.002276106942166935,,,,,,,,,,9649,46,9.69629517208816e-05,13.332206856811382,32.597671398390354,smile,NN,NN,0,9649,46,9.69629517208816e-05,13.332206856811382,32.597671398390354,smile,NN,NN,0
proud,-0.0045024592088188636,0.007409891885014742,0.0036490031783081973,-0.002023835966274053,0.0006905753226591854,0.001268690609416651,-0.0019112496051419449,-0.00037564836929208326,-0.002210937578177357,0.0008865584553253086,,,,,,,,,,8081,54,0.0001138260737592,13.100881310704926,32.597671398390354,proud,NN,NN,0,8081,54,0.0001138260737592,13.100881310704926,32.597671398390354,proud,NN,NN,0
climb,0.006198387136536572,-0.0009263022830759055,-0.003579589523666995,0.0041505277272536,0.0021858422820841858,-0.0025535032097432904,0.003417723128680114,0.0004191797191225169,0.0017621080559376205,-0.001983641970040112,,,,,,,,,,1803,51,0.0001075024029948,13.1833434708969,32.597671398390354,climb,NN,NN,0,1803,51,0.0001075024029948,13.1833434708969,32.597671398390354,climb,NN,NN,0
expect,0.0011948786337168393,-0.006022246029351547,-0.0007048617655531299,0.001551662343203799,-0.00346194464979306,3.527176686579481e-05,0.0008437708849947017,-0.00389084356830391,0.0006086169999978863,0.0004460974632555922,,,,,,,,,,3484,40,8.431561019207097e-05,13.533840717981032,32.597671398390354,expect,VB,VB,0,3484,40,8.431561019207097e-05,13.533840717981032,32.597671398390354,expect,VB,VB,0
everything,0.004424003659368455,-0.006935699414221909,-0.0018335899139542017,-0.0007843248348028808,-0.006797198834808367,-0.0013803951300458128,0.0033850634232362353,-0.0029204294548206104,-0.00011477237906273336,0.006468397085338251,,,,,,,,,,3430,61,0.0001285813055429,12.92503147530551,32.597671398390354,everyth,NN,NN,0,3430,61,0.0001285813055429,12.92503147530551,32.597671398390354,everyth,NN,NN,0
prepared,-0.0006781686432223094,0.0002087431021433795,0.00019861860543863498,-0.002262357718325339,-0.000386691855926725,0.0009129629831986366,-0.0027505905005630127,0.00018690685817003837,-0.00047759149123580515,-0.002830515867360817,,,,,,,,,,7966,36,7.588404917286387e-05,13.685843811426082,32.597671398390354,prepar,JJ,JJ,0,7966,36,7.588404917286387e-05,13.685843811426082,32.597671398390354,prepar,JJ,JJ,0
count,-0.0044194980755310614,0.001646687625465023,-0.0023577866003320056,0.002681631340249435,0.002875374183683729,-0.001101097315530868,-0.0005181275252413574,-0.0008739201045254178,0.0032170302684082566,0.0018787901281740401,,,,,,,,,,2132,39,8.220771993726919e-05,13.570366594006147,32.597671398390354,count,NN,NN,0,2132,39,8.220771993726919e-05,13.570366594006147,32.597671398390354,count,NN,NN,0
driven,-0.0027298127107038632,0.001706533025155222,-0.00416666256002721,0.0001743804692116262,0.00017427664049629354,0.0002918804617436988,0.0008538336333710105,-0.001973168900598819,0.0013186602175462813,0.0036931124946022673,,,,,,,,,,2971,42,8.853139070167451e-05,13.463451390089634,32.597671398390354,driven,NN,NN,0,2971,42,8.853139070167451e-05,13.463451390089634,32.597671398390354,driven,NN,NN,0
ã,0.027833155883663422,0.00948287636229219,-0.007062138428157456,0.012014860490127897,-0.0022074832339568405,0.0005716337208273091,-0.003404081894225405,-0.0035650555882307186,0.00818747626578844,-0.004955507236674333,,,,,,,,,,12414,137,0.0002887809649078,11.757736729907869,32.597671398390354,ã,NN,NN,0,12414,137,0.0002887809649078,11.757736729907869,32.597671398390354,ã,NN,NN,0
cruel,0.004272823326364638,0.0014745293985090667,-0.001819467464949605,0.002671787102666345,-0.0002097626836950009,0.0003396893012494112,0.0018910283586077914,-0.002574453578853031,0.0017775438653240758,0.004080488928761541,,,,,,,,,,2274,39,8.220771993726919e-05,13.570366594006147,32.597671398390354,cruel,NN,NN,0,2274,39,8.220771993726919e-05,13.570366594006147,32.597671398390354,cruel,NN,NN,0
die,0.0010830851961376783,0.007082214466699407,0.002763697030513935,-0.004341536406348039,0.0014108544964460978,-0.002626071458097491,0.0014319339053314433,-0.003474953753783843,0.006514348272057138,0.007731873568132383,,,,,,,,,,2668,52,0.0001096102932496,13.155329094727303,32.597671398390354,die,NN,NN,0,2668,52,0.0001096102932496,13.155329094727303,32.597671398390354,die,NN,NN,0
leaf,-0.0003635178485995427,-0.0016944741273695327,0.00045997247619854404,0.0030053175911145917,-0.0036617860128131865,-0.00010322617145867198,0.002767776243256891,0.006227306341910504,0.0007370533458022866,-0.004303535735580675,,,,,,,,,,5986,49,0.0001032866224852,13.241058968753189,32.597671398390354,leaf,NN,NN,0,5986,49,0.0001032866224852,13.241058968753189,32.597671398390354,leaf,NN,NN,0
joy,-0.005748664432504418,0.0045798060642276185,0.0022474665105336935,-0.0035634542586488803,-0.0031331643135132006,-0.003148268921903061,-0.00111783532636689,0.005559410193936703,0.008927857687449138,0.00011773619924830779,,,,,,,,,,5720,55,0.000115933964014,13.074409099343736,32.597671398390354,joy,NN,NN,0,5720,55,0.000115933964014,13.074409099343736,32.597671398390354,joy,NN,NN,0
hurry,0.0026643904272805772,-0.004627306336270008,-0.001790456339644081,-0.00022918802024527344,-0.0027205340367251946,0.0023243037492825798,0.004421715830195191,0.0004803033841145303,-0.002165875342552251,-0.0013651652900902556,,,,,,,,,,5358,35,7.377615891806209e-05,13.726485795923429,32.597671398390354,hurri,NN,NN,0,5358,35,7.377615891806209e-05,13.726485795923429,32.597671398390354,hurri,NN,NN,0
threw,0.0013121164996129642,-0.0038333034459580913,-0.0014653759444492995,-0.0013976912668690483,0.000796632028075088,0.000454931151072698,0.003174960341964782,-0.0040488310841000534,-0.0002338646657612463,0.0005893596256647427,,,,,,,,,,10789,38,8.009982968246742e-05,13.607841299424807,32.597671398390354,threw,NN,NN,0,10789,38,8.009982968246742e-05,13.607841299424807,32.597671398390354,threw,NN,NN,0
rang,-0.0021795246905330174,0.0005646589631137386,-0.0005220993807539363,-0.0014248840259172325,0.0005724247495417291,0.000969510113018184,0.005125309201151876,-0.0038077994934215234,0.001220085996280206,0.002436825178745728,,,,,,,,,,8274,40,8.431561019207097e-05,13.533840717981032,32.597671398390354,rang,NN,NN,0,8274,40,8.431561019207097e-05,13.533840717981032,32.597671398390354,rang,NN,NN,0
wrath,-0.003193541781601865,0.0029272667564263933,-0.001979878128595652,-0.0014000028644232999,-0.00029024321028094146,-0.0006714345651595122,-0.0006393997979349807,-0.003917811197111953,0.0008332158491710695,0.006305813467794755,,,,,,,,,,12303,41,8.642350044687274e-05,13.498216808250312,32.597671398390354,wrath,NN,NN,0,12303,41,8.642350044687274e-05,13.498216808250312,32.597671398390354,wrath,NN,NN,0
blowing,-0.0014786512749449157,0.0022745496628809496,-0.0008085055680664674,-0.0014989147068693318,0.0026071520602978346,-0.0013390556236918933,0.0033130770023655264,-0.0002588778099411189,-0.00030246625094603954,0.0015666288171395947,,,,,,,,,,1010,38,8.009982968246742e-05,13.607841299424807,32.597671398390354,blow,NN,NN,0,1010,38,8.009982968246742e-05,13.607841299424807,32.597671398390354,blow,NN,NN,0
isn,0.008295024134775793,-0.006367442738416161,-0.0015606037326991763,-4.731616106934794e-07,-0.001908689217888635,-0.003572518832857412,0.000725183733204787,-0.008653167684703807,-0.0005227476913706672,-0.001552895387597994,,,,,,,,,,5649,57,0.0001201497445237,13.022878798703651,32.597671398390354,isn,NN,NN,1,5649,57,0.0001201497445237,13.022878798703651,32.597671398390354,isn,NN,NN,1
friendship,-0.004167507140001122,0.0022993526833475306,-0.0038282519687627744,0.0002449146189580119,-0.0015231769959908959,0.0038856877630240533,-0.0037870975932823925,0.0009261551372845169,-0.0005964535738066189,-0.0003825887945852919,,,,,,,,,,4176,32,6.745248815365677e-05,13.855768812868396,32.4191071419225,friendship,NN,NN,0,4176,32,6.745248815365677e-05,13.855768812868396,32.4191071419225,friendship,NN,NN,0
dol,-0.0037196367690744813,0.003347039664353071,0.0031366326462057286,-0.004785288411120012,-0.0027589141257332514,-0.004687789981772065,0.00823471923203209,0.01310069920199334,0.002314422760084066,0.013362249483607636,,,,,,,,,,2851,42,8.853139070167451e-05,13.463451390089634,32.4191071419225,dol,NN,NN,0,2851,42,8.853139070167451e-05,13.463451390089634,32.4191071419225,dol,NN,NN,0
please,0.00034093530100521847,-0.0065608311340929985,-0.0009376135574080966,-0.004276014730909914,-0.000543831717573476,0.0011880370097897223,0.0005952489100360358,0.0027441152855712534,-0.003283576484891655,-0.0015452689914630387,,,,,,,,,,7800,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,pleas,NN,NN,0,7800,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,pleas,NN,NN,0
grave,-0.00421857296392555,0.002321199680914317,0.0007626535109235586,-0.0009459232841377499,-0.0009718879413868569,0.0036199572218752153,-0.0018963076592882135,0.0001949929498822873,0.001496941374464334,-0.0005623925472355613,,,,,,,,,,4580,25,5.269725637004435e-05,14.21191262309367,32.4191071419225,grave,NN,NN,0,4580,25,5.269725637004435e-05,14.21191262309367,32.4191071419225,grave,NN,NN,0
hood,0.0006419592269936521,-0.003302718301163772,0.001211542344218262,0.005407058330509146,0.0018927661348596507,-0.0006495407810280922,-0.0015863346555521215,-0.00013403418273601303,-0.0033491439628068284,-0.0030238696529906427,,,,,,,,,,5217,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,hood,NN,NN,0,5217,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,hood,NN,NN,0
unseen,0.006175977253517548,0.00239559571668825,-0.0028882053222426055,0.0024482906655720876,0.0027573976286120396,-0.0014049193673548596,0.0011632208013151967,-0.0027443272815567176,0.0011961242988771175,0.001898191817082204,,,,,,,,,,11504,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,unseen,JJ,JJ,0,11504,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,unseen,JJ,JJ,0
minute,0.0034284773997898888,-0.00311026118343018,-0.002093255683964216,-0.00010014025501944874,-0.0017172782726978034,-0.001966043919152579,0.00381072658168863,-0.002238347036733311,-0.002262391273932321,0.00016621542927141049,,,,,,,,,,6661,24,5.0589366115242574e-05,14.27080631214724,32.4191071419225,minut,NN,NN,0,6661,24,5.0589366115242574e-05,14.27080631214724,32.4191071419225,minut,NN,NN,0
